,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
848,-22,-23,23,23,-20,-23,21,-22,25,24,-14,-22,-20,-21,-22,21,-25,-20,-24
849,-18,-20,24,19,-20,-20,24,-19,31,22,-8,-23,-19,-24,-19,26,-25,-22,-21
850,-18,-17,27,16,-18,-22,30,-16,33,15,-4,-21,-19,-21,-17,28,-21,-21,-19
851,-17,-15,28,13,-17,-17,30,-17,32,13,0,-17,-17,-17,-14,29,-18,-19,-15
852,-13,-14,27,8,-16,-15,29,-12,28,9,10,-15,-14,-17,-11,26,-17,-18,-13
853,-10,-9,24,5,-13,-9,28,-9,26,5,15,-12,-13,-11,-9,27,-15,-16,-14
854,-9,-5,22,-2,-8,-5,25,-5,24,-2,21,-8,-7,-7,-4,23,-12,-11,-9
855,-5,-1,13,-8,-3,0,22,1,18,-6,24,-4,-3,-4,1,19,-6,-10,-3
856,0,1,8,-12,0,5,15,4,10,-11,26,4,1,-1,7,13,-2,-4,-2
857,4,7,1,-16,5,10,8,12,6,-15,29,7,4,4,13,8,2,0,3
858,8,13,-5,-19,11,13,3,15,-1,-19,27,13,9,10,13,4,7,4,11
859,15,16,-8,-20,14,19,-4,21,-8,-20,25,14,13,13,18,-4,11,8,14
860,17,21,-15,-21,16,24,-10,22,-14,-23,25,18,15,18,21,-11,17,13,17
861,18,21,-21,-19,19,24,-17,24,-18,-23,21,22,19,21,23,-14,21,18,24
862,22,23,-25,-18,22,26,-20,26,-23,-18,16,24,23,24,25,-19,22,18,24
863,23,25,-29,-16,22,26,-26,24,-26,-18,12,23,24,24,25,-23,27,22,26
864,23,26,-29,-12,22,24,-29,23,-27,-13,4,23,23,24,24,-24,27,27,27
865,22,23,-29,-8,25,22,-30,24,-29,-9,-3,25,23,24,20,-26,27,27,25
866,23,21,-31,-5,22,21,-32,20,-31,-6,-7,24,23,22,18,-28,25,25,25
867,21,19,-28,2,18,21,-30,18,-28,1,-12,19,19,21,19,-28,23,25,20
868,19,16,-26,9,19,16,-26,14,-25,8,-16,16,18,19,12,-24,19,25,20
869,14,11,-20,14,14,12,-23,12,-23,14,-20,13,16,15,10,-22,14,17,16
870,12,9,-18,16,8,7,-21,7,-15,21,-23,10,11,9,6,-19,12,14,10
871,8,4,-9,22,6,1,-17,2,-11,23,-23,3,8,8,0,-14,9,10,7
872,2,-1,-5,27,3,-1,-9,-1,-5,29,-20,-2,3,6,-3,-7,4,3,3
873,-2,-7,1,27,-3,-6,-4,-7,-1,30,-22,-5,-1,-1,-8,-3,-1,1,0
874,-6,-10,9,27,-8,-8,4,-10,6,33,-18,-7,-5,-4,-11,0,-4,-4,-6
875,-8,-12,13,27,-11,-14,11,-14,12,31,-15,-11,-9,-10,-14,7,-8,-8,-9
876,-12,-14,17,26,-13,-16,15,-18,16,30,-13,-14,-11,-12,-19,11,-11,-10,-13
877,-14,-18,23,23,-15,-18,21,-20,22,26,-6,-17,-14,-15,-18,17,-13,-13,-15
878,-15,-18,24,19,-16,-18,23,-22,24,22,-1,-18,-17,-16,-17,23,-17,-14,-18
879,-18,-17,26,14,-14,-19,27,-22,27,13,3,-20,-17,-17,-20,24,-18,-17,-19
880,-18,-19,25,7,-16,-20,28,-21,28,9,5,-20,-19,-17,-17,25,-20,-18,-20
881,-18,-20,27,3,-19,-19,25,-19,27,2,10,-19,-18,-16,-14,27,-20,-18,-19
882,-17,-17,22,-1,-16,-17,24,-16,26,-6,11,-18,-15,-18,-12,22,-19,-16,-18
883,-15,-14,17,-6,-13,-13,21,-14,19,-14,14,-14,-13,-14,-10,21,-17,-16,-15
884,-13,-12,12,-13,-10,-10,15,-8,12,-20,14,-11,-12,-12,-6,18,-12,-14,-11
885,-8,-8,7,-19,-9,-4,10,-4,8,-24,18,-7,-11,-11,-2,12,-11,-13,-7
886,-4,-3,2,-24,-5,-1,6,-1,2,-30,16,-1,-4,-6,2,3,-6,-10,-5
887,-1,2,-7,-27,0,3,-1,3,-6,-29,15,1,2,-4,5,-4,-1,-4,0
888,0,6,-12,-31,3,8,-10,5,-11,-30,16,6,3,2,10,-9,1,2,3
889,5,9,-16,-31,8,10,-18,12,-16,-30,15,9,5,6,14,-15,6,4,7
890,10,13,-23,-29,13,12,-20,15,-22,-29,12,10,9,10,15,-22,11,4,12
891,14,15,-27,-30,13,16,-24,19,-28,-26,8,16,12,13,16,-26,14,8,14
892,15,17,-28,-30,14,19,-30,20,-30,-22,1,18,13,16,19,-30,14,12,17
893,14,18,-33,-24,16,19,-30,23,-32,-17,2,18,15,19,21,-31,16,15,18
894,18,20,-30,-17,18,21,-29,22,-30,-13,-3,21,20,19,21,-33,19,18,18
895,21,19,-27,-13,18,21,-29,19,-27,-7,-7,20,20,20,18,-31,21,19,18
896,19,20,-23,-8,20,18,-27,18,-26,-2,-10,18,20,19,19,-29,19,19,16
897,17,17,-19,-1,15,16,-23,17,-20,2,-14,16,16,17,12,-23,17,18,17
898,15,13,-13,5,14,14,-20,13,-15,11,-16,11,16,15,7,-18,18,14,11
899,13,9,-4,10,9,8,-12,8,-9,14,-16,8,12,10,5,-15,12,12,9
900,11,4,2,14,6,3,-7,5,-3,17,-17,3,10,7,1,-5,8,10,6
901,9,-1,7,21,3,-1,1,2,5,20,-16,2,4,6,-5,2,6,8,1
902,4,-6,17,26,-2,-3,8,-4,12,24,-15,-3,-1,0,-9,6,1,3,-3
903,-2,-12,22,26,-8,-8,14,-10,20,24,-15,-8,-9,-3,-13,15,-5,-2,-5
904,-5,-14,27,27,-10,-16,22,-14,24,26,-14,-12,-11,-7,-16,21,-10,-9,-10
905,-12,-19,29,24,-14,-19,27,-20,27,24,-12,-16,-13,-16,-21,26,-14,-12,-17
906,-19,-23,34,20,-20,-22,30,-23,29,20,-11,-20,-17,-19,-22,31,-18,-16,-19
907,-24,-24,35,18,-23,-24,34,-24,33,17,-8,-22,-21,-22,-24,32,-21,-18,-20
908,-25,-26,33,13,-25,-26,33,-27,33,13,-7,-25,-25,-23,-25,34,-21,-20,-23
909,-25,-25,33,8,-24,-25,35,-29,31,5,-3,-24,-24,-24,-25,35,-22,-22,-23
910,-28,-24,31,-1,-23,-24,34,-26,28,-3,2,-25,-27,-25,-23,34,-24,-21,-24
911,-27,-22,27,-6,-23,-23,32,-25,26,-9,5,-25,-24,-22,-21,30,-23,-20,-20
912,-22,-18,21,-11,-22,-20,25,-22,20,-13,9,-19,-23,-21,-17,23,-17,-23,-17
913,-19,-14,17,-15,-18,-13,21,-18,14,-19,11,-14,-18,-18,-14,19,-17,-19,-14
914,-15,-12,12,-23,-14,-10,16,-12,9,-25,14,-12,-14,-12,-7,14,-13,-16,-10
915,-12,-5,3,-26,-7,-6,10,-7,5,-28,16,-8,-9,-6,-4,7,-12,-12,-7
916,-5,0,-2,-26,-2,-3,1,-3,-2,-26,19,-3,-3,-3,3,0,-5,-5,-3
917,-3,6,-10,-28,2,3,-5,3,-9,-27,20,1,2,2,9,-6,-3,-1,2
918,4,14,-16,-29,7,10,-11,9,-12,-27,21,9,6,5,14,-11,2,4,4
919,10,20,-23,-27,12,15,-15,14,-19,-25,18,15,14,10,18,-17,7,8,10
920,16,24,-27,-21,17,17,-23,19,-21,-24,19,20,16,13,20,-21,10,10,13
921,18,26,-25,-16,19,21,-26,22,-26,-18,19,23,20,16,23,-25,15,16,16
922,21,26,-29,-9,21,24,-28,24,-27,-11,16,23,20,22,24,-27,18,18,20
923,22,29,-31,-3,24,25,-29,24,-30,-4,14,24,25,22,24,-29,23,22,21
924,27,25,-30,3,23,27,-29,25,-29,2,9,26,26,24,24,-32,24,24,22
925,24,25,-27,11,24,25,-29,26,-28,9,7,22,25,25,23,-29,26,23,22
926,21,22,-22,18,20,21,-27,25,-27,18,2,21,25,23,18,-27,23,23,22
927,21,17,-19,22,18,19,-24,24,-19,23,-1,18,23,18,16,-23,23,20,18
928,16,13,-12,25,16,15,-20,19,-15,29,-5,15,18,18,13,-18,20,17,17
929,12,11,-6,29,12,9,-14,12,-10,30,-9,11,14,13,6,-12,16,15,13
930,8,5,4,31,7,5,-6,5,-3,32,-11,5,9,9,1,-5,11,10,8
931,5,-4,10,32,2,0,1,3,5,33,-12,3,3,5,-3,2,6,4,4
932,-1,-6,17,31,-2,-7,9,-4,15,33,-14,-1,-2,1,-8,8,1,3,-1
933,-7,-8,23,32,-5,-12,18,-11,20,33,-15,-6,-5,-4,-13,14,-2,-1,-6
934,-10,-16,27,26,-11,-14,22,-14,28,29,-16,-11,-11,-10,-17,21,-9,-7,-12
935,-15,-20,32,23,-15,-19,28,-18,31,24,-14,-15,-15,-13,-20,28,-12,-12,-14
936,-19,-21,35,18,-17,-21,33,-19,36,19,-14,-18,-18,-15,-21,32,-17,-12,-17
937,-20,-25,36,11,-19,-24,35,-21,39,12,-12,-21,-19,-20,-21,35,-20,-19,-18
938,-22,-25,34,3,-24,-24,38,-24,40,7,-9,-23,-22,-21,-22,36,-22,-20,-21
939,-23,-24,33,-2,-24,-24,38,-23,42,0,-8,-22,-23,-23,-20,37,-24,-23,-22
940,-22,-24,28,-7,-23,-24,36,-21,33,-6,-4,-22,-23,-22,-19,35,-24,-20,-22
941,-21,-19,21,-12,-21,-22,30,-20,26,-12,0,-19,-22,-20,-19,31,-23,-21,-20
942,-19,-16,16,-17,-17,-17,23,-16,20,-17,4,-16,-18,-18,-13,24,-21,-19,-16
943,-15,-13,9,-20,-13,-13,16,-11,14,-21,10,-14,-15,-15,-7,17,-17,-15,-15
944,-12,-8,-1,-24,-9,-6,6,-6,6,-23,11,-8,-12,-10,-3,9,-11,-11,-10
945,-4,-4,-8,-27,-4,-3,-1,0,-5,-25,12,-3,-8,-5,3,0,-9,-9,-4
946,2,4,-14,-31,1,6,-9,5,-13,-29,16,2,0,0,11,-10,-4,-3,3
947,6,8,-22,-28,9,12,-17,12,-22,-29,18,6,4,7,15,-18,1,4,8
948,10,15,-33,-25,13,17,-24,18,-29,-27,18,13,11,11,20,-25,9,9,12
949,16,20,-38,-22,17,24,-33,23,-34,-26,17,20,17,14,25,-32,15,12,20
950,22,24,-41,-18,21,26,-39,27,-37,-25,17,23,21,20,30,-37,21,19,23
951,26,29,-45,-14,27,29,-42,30,-40,-20,14,26,28,25,34,-41,27,26,27
952,26,31,-44,-7,31,29,-43,32,-44,-12,14,30,30,29,32,-41,31,30,31
953,31,34,-43,-2,33,33,-44,34,-41,-6,10,32,31,30,33,-41,32,31,32
954,33,31,-39,4,33,31,-39,34,-40,3,8,31,35,32,32,-38,35,32,33
955,32,29,-31,14,31,29,-38,30,-35,10,0,30,33,31,28,-33,35,32,32
956,28,25,-26,20,28,24,-30,27,-28,17,-5,25,29,24,23,-29,32,30,29
957,27,21,-18,22,23,22,-25,20,-21,21,-9,21,24,22,18,-22,27,28,24
958,19,16,-8,29,18,15,-17,15,-13,27,-12,15,22,17,12,-14,23,24,20
959,12,8,-1,32,10,7,-9,6,-4,31,-16,9,17,12,3,-8,18,18,13
