,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
876,33,47,47,49,53,44,39,44,10,170,-3,16,-1,8,4,7,5,49,50,47,42,-1,-28,-12,-22,-22,-15,-17,-32,-18,-15
877,50,52,45,39,41,51,51,47,7,161,-2,7,0,7,2,2,0,28,11,6,9,-4,-1,15,-17,-16,3,-15,-12,2,7
878,40,30,19,4,7,31,36,31,9,150,-5,-3,1,3,0,-3,-4,-9,-38,-45,-29,-3,18,25,0,1,25,-4,10,24,27
879,18,-9,-22,-40,-32,-10,8,1,9,139,-8,-13,0,-4,-1,-3,-4,-45,-61,-67,-56,-4,24,23,14,14,36,12,22,32,30
880,-16,-45,-53,-59,-55,-45,-26,-31,8,127,-6,-14,1,-9,-1,-3,-7,-57,-40,-46,-47,-3,14,9,16,14,25,14,22,20,14
881,-41,-53,-52,-44,-41,-55,-46,-45,7,113,-5,-10,1,-6,-3,-6,-7,-37,3,-1,-14,-4,-3,-6,7,5,-7,5,12,-8,-15
882,-44,-29,-21,-6,-5,-29,-35,-30,6,103,-12,1,3,2,0,-5,-1,4,42,40,27,-5,-20,-21,-5,-4,-33,-6,-1,-33,-37
883,-20,10,17,27,27,9,-4,2,6,90,-14,10,2,12,6,2,4,39,60,57,55,-4,-28,-22,-6,-5,-37,-7,-12,-33,-31
884,18,34,37,37,41,36,31,34,3,77,-13,4,4,14,5,2,7,56,47,44,54,-2,-24,-15,1,2,-18,0,-13,-14,-8
885,43,36,33,28,30,38,50,50,3,62,-11,0,6,7,0,0,2,43,8,0,13,-2,-6,4,12,12,4,10,-9,8,9
886,45,18,9,1,3,19,43,39,3,49,-11,-7,5,-3,2,-5,1,-5,-38,-42,-37,-2,12,15,16,17,20,15,2,20,18
887,20,-9,-17,-23,-26,-10,14,3,3,36,-13,-17,7,-11,0,-5,-2,-50,-60,-62,-65,-2,18,12,8,11,20,8,13,17,15
888,-20,-33,-33,-39,-39,-32,-32,-39,0,23,-10,-22,9,-10,-2,-6,-5,-62,-43,-44,-47,-3,9,0,-1,-1,13,-4,12,10,4
889,-55,-37,-36,-34,-30,-39,-57,-57,0,9,-7,-14,4,-5,-5,-7,1,-30,0,0,-7,-4,-3,-11,-13,-11,-1,-14,3,-3,-9
890,-56,-18,-16,-4,-6,-23,-48,-40,0,-2,-7,-1,5,5,-3,-4,4,12,49,49,33,-2,-8,-11,-22,-17,-13,-20,-4,-14,-18
891,-28,9,17,26,28,8,-12,-4,-4,-16,-4,8,6,12,4,2,6,50,73,72,59,-2,-4,1,-19,-13,-16,-16,-3,-17,-22
892,9,37,39,44,42,35,23,27,-8,-28,-4,11,7,14,5,6,5,60,58,54,49,-1,7,11,-2,1,-14,1,8,-11,-10
893,34,40,38,28,33,41,37,39,-6,-38,-5,8,6,9,2,5,3,38,6,5,12,-2,16,14,13,20,-3,20,16,2,1
894,35,18,11,-2,-1,20,32,24,-7,-52,-2,0,1,2,-1,5,2,-8,-48,-50,-35,-4,15,8,26,30,11,29,16,12,12
895,11,-15,-22,-31,-28,-10,3,2,-11,-66,1,-7,0,-7,-1,1,-3,-47,-71,-70,-59,-3,8,-5,24,24,13,25,7,10,7
896,-13,-32,-36,-37,-33,-33,-25,-25,-12,-80,1,-9,0,-12,-2,1,-6,-56,-47,-47,-48,-3,-6,-16,10,9,5,10,-5,3,-2
897,-30,-26,-27,-18,-19,-30,-39,-37,-11,-91,2,-4,-2,-9,-3,1,-4,-34,-3,1,-9,-4,-14,-21,-12,-11,-4,-9,-16,-6,-8
898,-33,-10,-5,0,1,-14,-35,-30,-9,-103,1,5,-2,7,0,8,-2,11,41,43,43,-2,-16,-16,-33,-31,-5,-29,-21,-3,-4
899,-13,8,12,17,17,7,-11,-2,-9,-112,0,14,-3,14,2,9,5,56,65,65,72,-2,-5,5,-37,-36,4,-34,-14,6,7
900,17,23,27,33,35,25,23,32,-7,-123,0,17,-2,10,2,9,5,74,51,52,61,-2,16,22,-21,-19,12,-18,3,15,15
901,43,33,35,36,35,36,43,43,-4,-135,-2,15,-2,2,1,6,6,44,5,4,13,-2,29,27,6,7,15,9,24,16,15
902,42,25,21,15,16,31,34,33,-5,-143,-1,6,-2,-2,-1,4,0,-13,-46,-51,-44,-1,30,21,25,24,11,26,25,8,6
903,21,-3,-13,-19,-20,2,3,1,-3,-148,-3,-6,-3,-8,-4,2,-2,-58,-71,-72,-69,-2,18,2,31,28,-2,29,20,-4,-7
904,-15,-33,-35,-31,-35,-30,-23,-27,0,-155,-4,-9,-3,-12,-8,-1,-7,-67,-54,-51,-52,-1,-6,-18,18,16,-12,17,5,-17,-16
905,-36,-34,-29,-15,-23,-34,-33,-32,2,-164,0,-5,-4,-10,-7,-4,-10,-39,-6,-2,-9,1,-29,-33,0,-2,-17,2,-19,-17,-19
906,-29,-11,-4,8,1,-9,-24,-19,3,-172,1,1,-3,0,2,0,-2,10,43,42,40,1,-39,-35,-20,-22,-11,-15,-31,-11,-9
907,-10,10,15,23,23,15,-4,3,5,-175,1,7,-1,11,5,3,6,53,68,66,66,1,-27,-14,-30,-30,4,-23,-30,4,8
908,7,24,28,31,30,28,15,20,7,-177,4,8,-2,16,7,5,11,66,53,50,56,2,0,13,-23,-22,22,-15,-10,22,24
909,25,28,30,30,28,36,31,34,4,-184,6,6,-1,10,6,3,10,41,5,2,14,2,21,27,-2,-1,33,0,15,29,28
910,33,20,16,9,10,26,35,35,7,-185,9,1,-2,0,4,5,-3,-9,-44,-47,-42,1,28,27,20,21,27,22,26,19,18
911,26,-6,-15,-22,-19,1,17,12,10,-188,9,-6,-3,-10,0,-1,-11,-57,-66,-66,-72,1,22,11,28,32,10,32,26,3,2
912,-7,-33,-38,-37,-36,-28,-17,-23,10,-188,11,-7,-1,-12,-8,-8,-14,-69,-50,-48,-56,4,2,-10,20,21,-11,21,10,-14,-19
913,-35,-38,-36,-30,-30,-36,-37,-35,12,-188,13,-7,-1,-7,-8,-14,-10,-40,-8,-7,-9,3,-22,-28,0,-3,-31,-2,-9,-30,-34
914,-31,-23,-16,-4,-7,-21,-27,-21,11,-185,13,-3,-2,2,-3,-10,2,9,37,35,40,4,-36,-31,-18,-22,-32,-20,-24,-32,-32
915,-9,5,8,18,16,3,0,7,12,-182,13,1,-3,10,10,0,10,52,64,66,68,3,-28,-18,-18,-17,-18,-18,-27,-15,-9
916,13,25,27,32,32,26,19,22,15,-180,14,3,-1,10,13,10,13,66,59,59,59,3,-8,4,-7,-6,7,-8,-15,10,14
917,27,35,36,32,30,36,27,30,14,-175,9,2,0,9,9,11,9,43,15,11,17,5,15,27,2,3,24,1,5,25,24
918,33,29,23,8,11,25,28,28,17,-171,8,-5,-3,1,1,6,3,-7,-45,-49,-40,1,31,32,11,13,26,11,26,25,20
919,22,-2,-12,-23,-24,-1,14,7,16,-165,4,-10,-2,-7,-9,-5,-5,-54,-71,-71,-69,0,26,17,18,18,11,14,29,10,7
920,-6,-32,-37,-42,-45,-32,-18,-24,14,-159,7,-9,-2,-13,-14,-9,-12,-64,-46,-45,-54,0,4,-9,15,15,-6,13,12,-7,-13
921,-32,-43,-36,-34,-38,-42,-37,-39,15,-151,7,-3,-2,-10,-8,-8,-10,-35,2,2,-12,-1,-18,-24,0,0,-22,1,-7,-21,-27
922,-37,-28,-17,-11,-12,-26,-30,-30,12,-141,7,2,-1,0,-1,-3,4,6,47,44,30,-1,-23,-20,-15,-13,-30,-11,-19,-28,-28
923,-17,-1,10,16,16,0,-11,-6,13,-133,11,6,0,10,8,6,16,46,71,67,60,-1,-12,-9,-21,-14,-20,-14,-13,-15,-14
924,7,26,33,37,34,26,13,16,10,-123,14,5,-2,11,8,14,16,69,60,58,63,-1,-3,2,-9,-3,0,-5,-2,3,8
925,29,40,41,39,36,39,31,34,10,-111,14,3,-1,8,8,13,7,55,12,8,22,-4,11,14,7,10,20,10,8,22,23
926,36,30,28,21,19,30,34,33,12,-100,15,-1,-4,0,4,8,1,2,-49,-52,-39,-6,20,17,14,16,30,13,15,27,26
927,25,6,1,-9,-8,8,15,10,10,-89,17,-3,-2,-10,-7,1,-2,-53,-80,-77,-72,-5,21,10,10,11,20,11,18,16,10
928,-5,-19,-23,-29,-30,-20,-16,-25,10,-79,20,-6,-2,-13,-17,-8,-9,-66,-59,-56,-52,-7,6,-10,0,1,-3,-2,9,-8,-14
929,-33,-32,-34,-27,-32,-35,-38,-42,6,-65,18,-4,-3,-10,-16,-14,-11,-34,-1,2,-6,-6,-12,-21,-10,-8,-17,-11,-6,-22,-20
930,-42,-27,-22,-16,-16,-29,-35,-35,7,-53,17,1,-3,-2,0,-6,-3,10,51,56,39,-4,-20,-18,-16,-15,-14,-15,-17,-15,-12
931,-22,-9,-1,11,6,-9,-15,-11,6,-39,16,5,-1,7,11,11,9,52,76,77,66,-5,-13,-6,-10,-11,-5,-9,-17,-3,3
932,4,16,24,30,28,14,13,20,5,-28,14,6,2,12,15,15,11,68,60,62,63,-7,5,8,-5,-4,5,-1,-2,6,9
933,30,31,33,33,33,31,35,37,5,-15,10,5,2,13,8,10,7,46,15,14,15,-4,16,16,4,5,14,7,10,10,17
934,40,27,22,17,16,28,38,37,6,2,8,-2,-1,2,1,2,-3,-11,-47,-50,-44,-4,17,10,12,11,18,12,11,15,17
935,30,6,-1,-8,-7,6,19,18,5,17,4,-6,0,-4,-2,-1,-12,-67,-87,-88,-78,-5,10,1,12,10,11,14,7,10,11
936,4,-16,-20,-23,-21,-18,-7,-10,4,27,2,-4,1,-10,-9,-7,-18,-82,-74,-70,-63,-4,0,-9,4,2,-1,5,-5,-5,-5
937,-22,-24,-26,-20,-22,-26,-28,-28,6,40,0,2,1,-6,-10,-10,-15,-48,-13,-8,-7,-2,-10,-10,-10,-9,-12,-7,-15,-13,-16
938,-32,-19,-16,-12,-10,-20,-34,-32,7,56,-5,3,0,4,-1,-9,-3,11,57,58,49,-2,-12,-8,-16,-14,-15,-13,-14,-13,-9
939,-26,-6,-6,3,3,-7,-20,-14,4,69,-2,2,1,8,8,3,5,57,86,88,77,2,-8,-1,-13,-7,-4,-7,-7,-1,1
940,-8,11,10,18,19,8,3,10,6,82,-3,2,0,8,12,12,10,71,67,64,66,6,2,9,1,6,10,8,1,12,13
941,19,22,24,26,28,20,27,31,5,94,-4,0,-2,10,10,11,8,47,12,9,22,5,8,16,8,12,15,16,7,13,15
942,31,24,21,18,20,25,34,33,5,108,-6,-3,-1,6,5,6,1,-3,-48,-53,-39,1,12,13,9,11,11,14,11,8,7
943,26,11,5,-4,1,10,19,16,2,121,-3,-7,2,-2,-6,-2,-6,-59,-85,-85,-84,4,4,1,1,3,2,4,9,-4,-8
944,2,-10,-19,-22,-21,-12,-5,-10,1,132,1,-4,2,-8,-14,-10,-16,-87,-72,-73,-77,4,-9,-10,-6,0,-9,-2,-3,-13,-14
945,-19,-24,-28,-24,-23,-24,-25,-26,3,141,-1,2,2,-2,-12,-14,-14,-58,-17,-18,-19,3,-21,-17,-10,-6,-14,-6,-10,-14,-14
946,-24,-21,-18,-12,-11,-21,-24,-23,2,150,-2,6,-1,1,-1,-8,-4,12,51,52,52,6,-21,-7,-11,-7,-10,-6,-13,-10,-6
947,-16,-1,-1,7,7,-4,-16,-10,3,161,-4,7,2,2,9,3,10,73,87,90,85,5,-10,6,0,4,-1,4,-1,-2,3
948,-5,14,16,20,18,12,1,2,4,170,-2,4,0,7,11,8,15,87,74,74,70,8,1,12,14,20,7,18,12,8,7
949,10,22,23,25,23,24,13,19,8,176,1,0,2,8,7,9,11,54,19,16,20,7,1,9,26,28,10,26,14,10,9
950,22,26,23,21,23,24,23,25,11,185,0,-6,0,3,4,6,7,-4,-45,-50,-40,10,-2,2,20,18,11,18,7,9,4
951,25,17,9,6,4,18,23,16,14,190,0,-6,3,-6,-5,-1,-2,-60,-87,-87,-83,8,-5,-4,-3,-3,1,-5,1,-1,-7
952,9,-2,-12,-16,-16,-5,2,-6,16,196,1,-2,1,-8,-14,-12,-8,-86,-75,-73,-77,8,-11,-8,-22,-23,-9,-26,-7,-11,-17
953,-12,-24,-25,-26,-26,-25,-23,-25,18,199,-1,-3,1,-6,-15,-14,-6,-59,-15,-11,-27,7,-14,-9,-26,-26,-17,-30,-10,-15,-16
954,-26,-24,-20,-13,-16,-22,-25,-26,21,201,-4,1,0,4,-5,-9,1,3,53,55,42,6,-4,3,-15,-14,-11,-15,-6,-6,-4
955,-19,-4,3,9,6,-4,-16,-12,24,205,-5,3,-2,7,7,4,7,63,87,87,86,3,13,20,3,6,7,5,7,9,12
956,-1,13,23,22,20,15,4,2,23,206,-7,3,-3,6,12,12,14,92,72,71,80,4,25,24,19,21,12,22,24,17,13
957,13,26,25,23,21,26,15,19,23,206,-7,2,-2,5,10,16,15,68,22,17,30,2,22,9,33,32,8,32,29,11,4
958,23,21,19,15,13,21,24,23,22,206,-2,-2,-1,3,6,7,10,6,-44,-47,-40,-1,3,-13,26,27,-2,27,15,0,-3
959,23,11,9,4,1,11,23,20,19,205,-2,-6,-1,-2,-4,0,-1,-61,-85,-88,-84,1,-16,-26,0,-2,-10,2,-11,-5,-9
