,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201
847,-2,7,16,5,-2,-6,-8,5,18,43,63,3,60,73,41,43,24,66,-5,53,23,-11,-6,67,70,42,73,59,62,60,32,60,81,18,45,8,53,24,24,32,46,61,63,25,54,49,51,67,61,58,62,54,4,30,34,41,32,47,42,50,65,66,41,32,59,31,58,68,27,30,61,53,38,67,24,24,59,40,70,26,61,37,46,42,58,60,71,43,41,28,62,44,-8,77,67,30,63,69,25,28,25,41,27,61,48,61,59,50,59,50,68,52,47,69,37,73,65,66,40,65,67,57,12,68,11,73,22,60,59,47,35,55,68,20,79,58,30,31,35,26,71,38,59,61,61,66,48,28,60,54,67,46,35,58,35,65,65,-7,62,33,69,71,31,-5,78,64,54,61,58,29,49,66,6,17,12,12,14,13,12,12,13,9,34,6,2,-388,-2,-4,21,24,-3,0,13,26,21,1,20,17,25,-1,0,24
848,-26,-12,-3,-13,-3,-4,-13,4,25,64,76,-3,70,86,65,63,37,82,-12,71,36,-13,-14,77,84,64,86,74,72,74,58,74,88,27,67,-3,72,36,37,41,66,73,75,38,71,70,69,77,74,73,75,73,-8,42,60,66,42,69,66,70,75,75,66,42,74,42,74,76,38,40,75,73,60,78,54,56,73,65,84,37,80,61,69,65,72,75,79,63,64,57,79,65,-14,89,77,59,77,85,34,39,36,63,39,75,70,74,74,70,73,69,77,69,67,72,63,86,75,84,63,72,77,71,0,83,-1,85,52,74,74,71,63,71,83,30,89,75,42,59,61,36,76,64,74,72,76,79,66,39,74,73,75,67,60,77,42,78,75,-12,75,40,82,84,41,-13,89,76,71,75,74,39,68,77,7,11,14,11,13,13,13,11,16,7,36,7,3,-384,5,4,12,17,3,4,21,22,13,5,13,8,21,4,3,18
849,-46,-22,-20,-25,-3,-10,-11,5,28,70,73,-4,67,79,75,74,40,86,-20,77,43,-25,-24,67,84,76,75,72,68,72,73,78,66,39,78,-6,78,41,39,32,75,70,71,44,72,77,71,68,66,74,84,77,-14,37,73,77,33,75,76,77,69,67,76,38,74,36,73,66,33,38,72,76,73,66,72,75,69,78,80,34,89,71,79,74,75,73,70,73,75,71,74,73,-20,80,73,73,72,82,40,41,40,78,39,72,78,74,77,77,73,74,70,75,78,59,72,81,69,86,73,60,69,72,-7,86,-10,73,70,73,73,78,75,76,82,42,79,79,45,74,73,38,59,73,73,67,74,85,76,36,72,77,66,74,73,78,33,65,70,-22,72,36,87,85,33,-21,75,68,75,71,73,38,73,68,9,13,9,4,14,10,7,8,13,5,37,5,5,-380,1,5,5,1,6,6,18,7,2,4,3,-3,6,3,6,4
850,-57,-27,-26,-30,-3,-11,-12,3,25,57,46,-3,38,48,68,63,24,65,-24,60,33,-26,-24,41,59,69,35,51,43,53,70,63,24,42,68,-16,64,30,28,12,69,46,44,29,53,66,57,40,40,52,74,62,-20,21,69,68,16,64,71,63,41,38,69,23,51,20,51,39,16,19,47,63,70,33,74,76,45,74,47,14,74,65,65,63,59,51,40,65,69,76,48,63,-26,47,48,72,49,48,23,25,26,71,26,51,63,54,53,64,49,56,39,58,66,27,70,47,43,63,69,29,38,54,-14,63,-11,40,71,48,51,69,69,57,55,37,41,59,29,74,71,26,28,69,52,41,53,63,63,20,53,60,39,61,71,55,13,36,41,-25,52,19,59,59,17,-24,36,38,59,44,50,20,65,36,-3,7,-9,-12,5,-4,-11,-10,1,6,40,4,4,-373,-2,1,-4,-13,-3,0,10,-11,-6,-5,-7,-12,-11,-2,-1,-10
851,-57,-34,-29,-34,-3,-10,-11,4,28,30,16,1,9,-1,41,32,4,19,-15,29,14,-18,-14,9,11,39,-9,18,10,21,48,30,-24,26,36,-24,34,9,7,-7,41,13,13,11,24,37,25,9,12,20,37,28,-27,5,48,42,-2,36,43,33,9,6,43,3,19,0,19,7,-1,0,15,37,44,2,55,56,13,46,2,-2,32,40,34,36,26,17,8,37,43,56,14,34,-19,-5,14,50,16,4,5,8,7,43,4,19,34,19,20,35,14,25,7,28,37,0,44,-4,12,19,39,-2,8,21,-20,16,-19,-9,51,16,18,39,45,24,7,19,-7,26,10,49,49,5,1,42,18,13,19,19,31,0,17,27,5,32,42,21,-4,5,8,-13,17,-4,10,8,2,-12,-12,6,29,9,18,1,32,4,-21,-7,-23,-26,-8,-22,-26,-25,-11,-2,38,3,0,-365,-5,-4,-13,-20,-4,-3,3,-15,-15,-3,-9,-19,-20,-4,-6,-19
852,-41,-35,-34,-36,-2,-8,-14,3,28,2,-9,-2,-13,-39,11,2,-8,-27,-2,-3,-5,-3,1,-15,-32,8,-48,-9,-15,-6,14,-1,-58,7,6,-22,4,-5,-6,-14,7,-13,-12,-5,-3,4,-4,-18,-14,-5,-11,-2,-29,-9,14,8,-12,4,11,-1,-19,-18,11,-10,-8,-11,-10,-20,-13,-14,-11,5,11,-23,21,24,-9,12,-42,-13,-12,8,4,3,-4,-8,-17,4,10,23,-12,3,-6,-46,-12,15,-9,-40,-10,-7,-7,11,-8,-6,3,-6,-8,3,-12,-4,-16,-4,5,-24,13,-43,-13,-27,6,-25,-17,-8,-22,-31,-17,-48,20,-10,-10,6,12,-7,-36,-1,-48,-5,-5,15,16,-10,-25,9,-10,-13,-7,-26,3,-12,-11,-4,-19,-1,11,-6,-15,-19,-17,1,-10,-13,-34,-36,-10,-1,-53,-20,-1,-21,-7,-12,2,-20,-22,-15,-23,-24,-16,-26,-22,-27,-15,-7,38,4,0,-354,-2,-3,-18,-16,-1,0,1,-17,-19,-3,-18,-22,-20,-2,-7,-21
853,-20,-26,-30,-24,-2,-7,-16,2,28,-23,-36,-8,-39,-70,-14,-23,-18,-61,8,-28,-12,4,9,-39,-63,-20,-71,-34,-42,-31,-10,-26,-78,-6,-19,-10,-22,-16,-19,-29,-16,-40,-40,-17,-27,-22,-31,-46,-37,-31,-50,-29,-18,-19,-14,-15,-25,-21,-18,-24,-43,-46,-13,-25,-30,-25,-36,-51,-22,-24,-37,-22,-14,-48,-10,-6,-35,-11,-69,-23,-50,-16,-20,-21,-28,-31,-44,-21,-16,-5,-36,-22,4,-70,-37,-13,-36,-68,-18,-19,-19,-15,-19,-31,-23,-30,-31,-22,-37,-26,-44,-27,-17,-49,-15,-69,-40,-60,-19,-50,-43,-34,-12,-64,-4,-71,-9,-38,-36,-15,-14,-28,-67,-13,-70,-28,-19,-11,-12,-21,-53,-17,-34,-42,-34,-57,-22,-23,-32,-27,-45,-24,-16,-33,-28,-47,-42,10,-35,-26,-64,-68,-21,10,-74,-43,-26,-40,-33,-21,-21,-48,-9,-15,-18,-18,-13,-24,-18,-18,-11,-11,38,1,-1,-342,-3,-5,-22,-19,-8,-3,-10,-13,-22,-5,-16,-26,-19,-9,-10,-19
854,-5,-9,-17,-3,-3,-8,-15,3,25,-51,-60,-6,-62,-83,-39,-49,-33,-80,11,-56,-29,9,13,-65,-84,-45,-87,-61,-67,-58,-35,-52,-87,-20,-46,5,-51,-29,-31,-42,-44,-68,-66,-30,-55,-51,-59,-69,-63,-55,-72,-59,-2,-31,-38,-41,-40,-49,-44,-51,-67,-70,-39,-38,-56,-36,-62,-73,-38,-38,-62,-49,-41,-70,-30,-29,-65,-37,-84,-38,-73,-41,-47,-46,-55,-60,-68,-48,-40,-30,-61,-49,6,-83,-63,-37,-61,-83,-32,-30,-33,-40,-34,-60,-50,-58,-59,-51,-63,-56,-67,-55,-46,-67,-37,-84,-63,-82,-45,-72,-66,-60,3,-80,6,-85,-33,-65,-64,-44,-40,-57,-82,-22,-85,-57,-31,-37,-37,-31,-74,-41,-62,-67,-60,-79,-46,-38,-59,-56,-68,-50,-43,-58,-42,-70,-69,13,-62,-38,-80,-87,-36,11,-85,-68,-53,-67,-58,-35,-50,-71,0,-11,-13,-11,-12,-18,-13,-14,-9,-18,39,0,1,-331,-12,-10,-19,-16,-13,-8,-21,-15,-22,-12,-15,-19,-15,-14,-14,-15
855,10,4,2,9,-2,-4,-13,5,22,-68,-68,0,-68,-86,-64,-71,-45,-87,14,-73,-43,12,16,-70,-88,-70,-82,-70,-72,-71,-61,-71,-74,-33,-71,13,-70,-42,-43,-50,-68,-74,-70,-43,-72,-72,-72,-73,-68,-68,-83,-74,7,-43,-66,-66,-48,-68,-69,-71,-71,-70,-63,-48,-66,-45,-76,-73,-46,-49,-73,-73,-66,-70,-60,-57,-73,-64,-86,-48,-88,-70,-69,-69,-76,-68,-70,-67,-65,-59,-70,-71,9,-86,-69,-63,-69,-83,-43,-41,-45,-67,-46,-72,-72,-72,-74,-72,-76,-73,-71,-73,-69,-63,-62,-82,-67,-87,-68,-70,-70,-76,10,-84,14,-84,-61,-76,-76,-69,-66,-76,-88,-38,-81,-73,-44,-64,-62,-47,-67,-65,-72,-72,-73,-84,-71,-46,-71,-75,-72,-71,-66,-72,-49,-70,-75,13,-75,-47,-86,-91,-41,15,-85,-68,-72,-75,-73,-49,-71,-73,2,-8,-8,-11,-10,-13,-8,-12,-5,-18,37,1,-2,-315,-9,-14,-12,-2,-13,-11,-22,-2,-18,-11,-13,-9,-2,-9,-19,-4
856,31,20,14,23,-3,-5,-17,3,19,-62,-56,6,-49,-64,-70,-69,-43,-74,14,-67,-48,13,17,-47,-72,-70,-54,-59,-54,-62,-70,-63,-39,-47,-71,15,-68,-47,-45,-38,-69,-58,-52,-44,-62,-68,-65,-53,-48,-57,-83,-62,12,-37,-72,-69,-43,-64,-75,-63,-51,-49,-71,-46,-52,-42,-63,-53,-40,-46,-55,-71,-71,-49,-72,-72,-58,-69,-64,-42,-80,-77,-67,-68,-65,-57,-47,-71,-69,-72,-56,-73,13,-59,-55,-74,-54,-62,-44,-44,-46,-70,-45,-58,-70,-58,-64,-67,-62,-64,-50,-64,-70,-38,-70,-59,-50,-76,-72,-49,-50,-66,9,-68,15,-57,-74,-59,-62,-68,-73,-69,-69,-45,-51,-66,-48,-74,-73,-48,-46,-74,-62,-56,-60,-73,-65,-46,-59,-69,-50,-69,-75,-60,-41,-48,-53,14,-60,-41,-67,-73,-39,16,-51,-45,-66,-57,-56,-45,-68,-50,10,-3,-2,0,-7,-7,-1,-3,-1,-19,37,0,0,-299,-4,-11,-2,10,-8,-4,-17,13,-8,-4,0,-1,8,-8,-8,7
857,47,31,28,37,-4,-4,-17,2,15,-38,-29,6,-25,-15,-51,-48,-32,-33,12,-44,-41,9,14,-20,-28,-49,-6,-30,-27,-35,-54,-38,11,-48,-51,15,-45,-37,-32,-18,-50,-32,-27,-30,-37,-44,-37,-26,-24,-33,-52,-40,15,-19,-56,-52,-24,-41,-55,-40,-25,-24,-52,-28,-29,-25,-36,-25,-21,-28,-32,-50,-52,-23,-60,-62,-33,-51,-18,-22,-45,-56,-46,-47,-40,-29,-23,-50,-51,-62,-31,-50,10,-10,-30,-59,-30,-19,-34,-31,-32,-49,-29,-30,-47,-33,-38,-46,-34,-38,-25,-39,-48,-14,-53,-12,-25,-37,-53,-23,-20,-39,17,-24,19,-10,-64,-36,-33,-48,-57,-42,-23,-40,-5,-44,-38,-57,-59,-35,-19,-58,-32,-29,-31,-36,-43,-28,-31,-44,-22,-44,-59,-34,-23,-20,-25,15,-30,-24,-24,-29,-22,12,-1,-18,-41,-28,-32,-28,-46,-24,27,8,13,16,4,6,15,10,8,-20,35,0,-1,-280,0,-2,8,20,-3,-2,-7,21,4,-2,7,11,20,-3,-4,19
858,44,41,43,47,-4,0,-17,5,11,-15,-5,4,-1,27,-26,-25,-8,16,5,-20,-21,1,5,0,19,-24,36,-10,-5,-9,-31,-17,47,-32,-27,14,-20,-16,-10,3,-24,-7,-3,-8,-12,-20,-12,-3,-1,-8,-4,-16,19,1,-30,-27,-2,-16,-29,-17,0,2,-29,-3,-1,-4,-11,-2,0,-5,-7,-23,-25,3,-35,-37,-8,-26,26,-2,5,-30,-22,-20,-14,-6,1,-22,-23,-36,-8,-23,4,34,-4,-32,-3,28,-12,-8,-10,-27,-9,-7,-21,-9,-14,-16,-10,-12,-1,-15,-22,7,-29,33,-2,14,-26,1,2,-14,18,24,19,35,-39,-10,-10,-25,-33,-20,24,-23,40,-20,-17,-31,-34,-12,4,-30,-8,-3,-8,13,-18,-6,-6,-19,0,-19,-31,-8,1,3,-1,3,-3,-1,26,18,1,3,38,4,-16,-3,-8,-5,-17,-2,35,15,22,24,15,20,25,22,18,-20,34,2,-1,-264,3,-1,11,20,1,1,0,23,12,1,14,13,18,-1,-2,18
859,26,37,46,38,-6,-3,-16,5,6,9,18,3,24,57,-3,2,11,49,-8,3,4,-10,-7,26,52,-1,63,17,21,15,-6,8,66,-11,-5,9,4,4,10,21,2,16,21,9,12,2,13,23,21,13,38,9,14,20,-6,-1,15,8,-7,8,24,25,0,16,21,13,15,23,19,13,17,2,0,27,-9,-12,17,-3,56,18,42,-5,4,3,10,18,26,-1,-3,-13,14,0,-3,59,19,-9,22,58,9,13,9,0,11,16,4,15,9,6,15,8,22,11,3,31,-3,57,22,51,-4,28,27,9,15,55,13,61,-13,15,17,-2,-9,4,56,-2,64,5,5,-9,-9,5,29,-5,16,22,14,50,6,13,18,6,26,4,-7,15,18,26,24,-6,16,17,60,52,17,-8,64,27,9,23,15,9,5,27,23,15,22,20,14,25,23,21,18,-20,30,1,0,-246,9,4,19,16,8,6,8,17,13,7,13,16,15,7,4,14
860,13,24,34,19,-5,-2,-18,2,3,32,42,8,50,71,25,27,29,67,-14,28,20,-13,-12,48,71,25,74,40,45,40,18,35,76,10,21,0,30,22,29,34,24,41,46,26,35,28,35,46,45,36,61,34,6,33,15,25,29,32,19,32,48,50,24,27,44,29,42,46,33,28,41,26,20,50,14,10,43,22,72,34,63,16,27,29,34,41,48,26,21,12,40,27,-11,73,44,14,46,73,25,28,25,23,27,42,29,39,34,31,39,34,46,36,26,49,23,71,42,69,21,50,48,35,7,73,3,77,11,39,41,22,17,32,72,18,76,32,20,18,13,24,54,20,39,46,39,70,27,28,41,29,51,26,19,40,31,50,46,-16,41,32,74,69,32,-12,76,50,34,48,39,28,27,49,3,14,12,8,9,12,13,10,12,-18,27,3,-3,-227,13,9,19,12,11,8,16,14,18,10,16,19,11,14,9,9
861,5,5,15,2,-5,-4,-17,2,-1,55,61,7,65,72,47,51,40,76,-13,49,34,-13,-14,65,75,48,69,60,60,59,44,55,63,29,43,-12,51,35,38,41,48,60,62,36,57,51,55,63,63,55,70,54,-3,44,40,45,37,53,45,55,64,65,42,40,62,36,60,63,41,39,60,50,44,65,37,36,62,43,74,43,72,44,51,51,56,62,61,48,44,38,55,52,-11,72,60,38,62,71,38,38,37,44,42,59,49,61,56,50,59,56,61,60,47,63,43,69,58,74,43,66,65,55,-3,76,-9,71,37,56,60,45,42,52,75,32,72,51,31,42,38,37,65,44,59,63,59,75,51,38,62,52,62,49,39,59,37,65,63,-14,58,41,79,74,41,-15,72,64,53,67,60,37,52,64,-10,15,5,4,9,5,5,2,12,-16,27,5,-2,-207,8,8,18,3,10,7,21,3,18,6,17,14,2,9,10,1
862,-5,-12,-8,-15,-3,-5,-17,0,-5,69,70,-3,68,54,63,66,43,62,-13,62,35,-10,-14,67,60,64,45,68,64,68,63,67,32,41,60,-14,64,43,43,41,64,66,71,40,69,66,68,68,67,68,66,68,-10,44,60,63,38,68,61,69,68,70,60,42,70,39,70,66,40,39,67,63,61,65,56,56,69,61,51,43,65,63,64,66,67,68,65,63,58,58,62,66,-9,47,67,58,68,50,39,40,41,60,44,68,66,69,65,65,67,67,66,71,63,63,61,46,67,59,62,66,65,64,-8,61,-10,46,58,64,67,62,61,66,57,42,43,65,39,61,59,41,61,64,67,69,69,63,65,42,70,67,68,63,60,67,38,71,67,-10,65,42,59,56,44,-11,43,69,63,69,66,40,67,68,-13,10,5,7,9,9,9,3,7,-11,23,7,0,-186,7,5,13,-8,3,4,22,-6,9,3,6,4,-6,8,3,-10
863,-27,-28,-20,-31,-4,-4,-16,1,-9,68,56,-5,54,19,65,68,37,31,-14,61,34,-10,-14,50,27,67,13,56,51,59,69,60,3,48,62,-13,63,40,39,32,68,56,57,38,62,66,62,53,53,56,41,64,-10,39,67,67,28,66,70,65,53,52,65,33,60,31,64,50,33,32,55,62,66,48,67,67,58,66,20,36,32,72,66,71,65,61,51,65,65,68,52,68,-7,12,54,65,58,20,39,37,37,63,35,57,67,59,58,68,60,64,50,67,67,42,67,11,51,29,65,46,45,62,-10,23,-10,12,71,55,61,66,67,64,25,42,10,62,32,69,65,38,41,70,58,57,57,31,63,36,59,63,51,61,66,59,31,49,52,-13,58,35,27,22,35,-10,9,50,63,57,59,35,64,51,-18,-5,6,3,-7,7,4,5,-7,-10,18,10,-2,-166,6,1,-1,-20,3,3,13,-15,1,6,-5,-4,-17,9,5,-19
864,-43,-39,-32,-38,-4,-6,-11,2,-14,43,25,-1,22,-8,49,47,27,1,-8,39,28,-5,-9,17,-2,53,-13,29,22,28,61,36,-23,42,46,-11,42,30,25,16,47,29,26,28,38,44,37,22,21,29,6,39,-7,24,58,51,15,43,52,44,21,21,50,24,28,16,39,19,20,21,28,42,54,13,63,62,29,55,-8,24,1,58,47,51,39,32,17,54,53,63,22,50,-7,-14,27,57,26,-11,26,27,26,51,24,30,49,30,33,47,31,39,16,43,49,9,51,-16,20,-2,52,14,14,34,-10,-6,-11,-10,64,27,32,48,57,43,-4,38,-17,39,27,58,57,28,9,54,31,24,28,0,42,20,31,41,18,40,57,33,18,15,21,-10,27,22,-2,-4,17,-6,-19,16,37,26,30,23,44,20,-25,-22,-8,-13,-24,-7,-10,-9,-25,-9,16,9,-1,-148,5,5,-6,-23,2,2,2,-22,-8,2,-12,-11,-25,5,5,-21
865,-37,-39,-38,-37,-1,-3,-8,-1,-16,12,-3,1,-7,-31,19,14,9,-25,-2,8,12,1,-2,-11,-26,20,-40,-1,-7,-1,30,1,-50,30,15,-10,11,15,9,-3,18,-4,-3,9,6,16,5,-7,-10,-4,-20,10,-7,6,26,18,-1,15,21,12,-9,-8,20,2,0,1,5,-8,0,1,-4,11,23,-14,36,36,-1,23,-33,3,-21,29,13,21,5,2,-12,19,19,35,-9,19,-1,-36,-4,30,-7,-33,8,9,9,19,9,-2,17,-1,2,14,-1,6,-11,9,17,-16,22,-38,-8,-28,21,-13,-13,1,-8,-28,-10,-34,41,-3,0,14,28,8,-30,21,-42,6,11,30,29,13,-15,24,-1,-5,-3,-25,10,2,-1,8,-10,9,29,1,1,-14,-7,-2,-2,3,-29,-28,-1,-1,-45,-11,5,-2,-3,5,13,-7,-19,-30,-22,-23,-30,-22,-21,-20,-27,-7,15,11,-2,-127,-3,1,-9,-21,-6,-1,-4,-21,-10,-1,-13,-10,-21,1,2,-24
866,-21,-32,-39,-28,0,-4,-3,1,-18,-12,-22,-4,-25,-61,-9,-9,-9,-53,3,-14,-7,5,4,-28,-55,-9,-66,-24,-22,-23,-2,-21,-73,11,-12,-8,-14,-6,-11,-20,-10,-22,-24,-11,-16,-12,-19,-26,-31,-26,-46,-17,-4,-15,-5,-10,-19,-13,-7,-11,-27,-25,-9,-15,-20,-18,-16,-26,-16,-16,-27,-14,-7,-29,4,5,-21,-8,-59,-16,-47,-2,-12,-8,-19,-17,-28,-9,-7,3,-28,-11,5,-64,-24,-1,-24,-59,-8,-12,-9,-9,-11,-25,-12,-20,-18,-10,-21,-16,-29,-14,-11,-31,-5,-64,-24,-52,-10,-26,-31,-17,-7,-57,-7,-62,9,-20,-20,-11,-2,-17,-59,4,-66,-18,-5,1,0,-8,-33,-4,-22,-24,-24,-52,-16,-15,-23,-15,-26,-17,-2,-21,-18,-27,-22,0,-21,-16,-56,-55,-19,4,-68,-29,-19,-21,-20,-14,-14,-24,1,-24,-15,-13,-24,-18,-15,-15,-19,-5,13,9,-2,-104,-5,-5,-9,-15,-3,-5,-9,-13,-8,-2,-14,-8,-11,-1,1,-16
867,-4,-15,-28,-10,0,-6,-2,1,-24,-28,-40,-10,-41,-72,-25,-26,-22,-76,6,-30,-22,10,7,-44,-74,-24,-71,-39,-39,-37,-24,-35,-68,-7,-28,0,-31,-20,-24,-25,-26,-36,-37,-25,-32,-30,-32,-42,-46,-41,-70,-32,2,-26,-23,-25,-26,-32,-25,-27,-42,-42,-27,-22,-36,-25,-32,-41,-25,-26,-41,-31,-27,-45,-18,-17,-36,-24,-76,-25,-72,-20,-27,-26,-35,-34,-43,-25,-25,-18,-41,-25,9,-73,-40,-24,-40,-74,-20,-25,-19,-27,-23,-40,-25,-36,-33,-30,-33,-33,-42,-32,-27,-48,-23,-76,-42,-74,-25,-43,-45,-32,-2,-76,-3,-70,-15,-34,-35,-27,-22,-29,-71,-15,-74,-32,-22,-21,-21,-19,-47,-22,-39,-42,-37,-73,-33,-24,-38,-32,-43,-36,-22,-37,-25,-45,-39,5,-36,-24,-74,-67,-27,6,-75,-45,-34,-37,-35,-22,-30,-42,17,-22,-4,-1,-17,-7,-2,-7,-16,-2,11,8,-2,-84,1,-3,-11,-5,-2,-2,-15,-3,-8,0,-16,-11,-2,1,-1,-5
868,8,5,-8,9,0,-5,-1,-1,-27,-47,-55,-5,-57,-62,-42,-42,-28,-71,11,-46,-23,10,10,-56,-68,-42,-57,-57,-57,-53,-42,-52,-48,-21,-43,4,-47,-25,-25,-23,-44,-53,-55,-27,-50,-45,-50,-56,-59,-59,-78,-48,7,-27,-36,-44,-26,-47,-40,-46,-57,-54,-43,-23,-54,-25,-49,-55,-24,-27,-56,-44,-44,-57,-34,-35,-51,-42,-61,-24,-77,-35,-46,-44,-47,-48,-56,-42,-43,-34,-58,-41,12,-58,-55,-38,-55,-61,-25,-26,-22,-43,-24,-54,-43,-52,-48,-43,-52,-49,-57,-49,-44,-58,-41,-60,-56,-67,-41,-55,-59,-45,3,-70,3,-55,-30,-48,-50,-44,-37,-46,-62,-25,-56,-48,-24,-36,-39,-24,-56,-38,-54,-54,-53,-68,-47,-24,-53,-47,-60,-50,-36,-52,-28,-58,-53,6,-52,-25,-64,-60,-24,7,-55,-58,-47,-51,-52,-24,-46,-55,14,-14,0,4,-14,-1,3,1,-13,2,11,9,-1,-60,-3,-1,-11,3,1,0,-16,3,-9,0,-11,-7,4,1,4,4
869,19,17,7,19,2,-7,5,-3,-27,-56,-51,0,-52,-36,-56,-56,-26,-45,12,-55,-26,13,13,-53,-41,-58,-31,-56,-52,-57,-59,-59,-26,-22,-56,6,-58,-23,-29,-22,-58,-52,-52,-25,-59,-56,-56,-50,-56,-62,-60,-56,9,-26,-51,-58,-26,-60,-55,-54,-54,-48,-59,-22,-56,-29,-53,-50,-25,-28,-55,-55,-55,-50,-49,-49,-56,-55,-37,-23,-56,-51,-56,-56,-55,-55,-48,-56,-57,-50,-58,-53,14,-31,-54,-53,-56,-37,-23,-23,-24,-57,-21,-57,-53,-54,-55,-56,-53,-58,-52,-57,-57,-46,-55,-33,-53,-44,-57,-45,-51,-55,6,-47,4,-30,-50,-49,-55,-56,-52,-54,-39,-25,-31,-57,-20,-53,-52,-27,-42,-54,-56,-53,-57,-45,-59,-22,-56,-56,-54,-60,-52,-55,-27,-51,-49,11,-54,-27,-40,-36,-26,13,-26,-52,-58,-50,-55,-26,-58,-48,13,-7,3,7,-6,3,4,3,-2,5,8,7,-1,-36,0,1,-2,9,2,-1,-14,8,-6,0,-3,3,14,2,3,11
870,41,26,20,25,-1,-6,5,0,-30,-43,-29,2,-27,-13,-53,-46,-27,-20,15,-46,-25,16,15,-28,-17,-51,-7,-37,-31,-37,-60,-45,1,-22,-47,11,-45,-24,-29,-24,-51,-29,-28,-28,-43,-48,-42,-26,-33,-43,-29,-41,12,-27,-54,-55,-27,-51,-50,-45,-28,-22,-53,-24,-36,-29,-35,-22,-28,-25,-32,-45,-54,-21,-54,-57,-33,-51,-13,-27,-28,-49,-47,-49,-38,-35,-19,-51,-53,-55,-34,-48,16,-5,-28,-58,-33,-12,-27,-25,-25,-53,-27,-34,-46,-35,-36,-45,-32,-43,-27,-44,-49,-16,-51,-8,-29,-17,-55,-19,-24,-37,8,-20,10,-4,-56,-26,-33,-52,-51,-38,-13,-27,-5,-41,-26,-54,-55,-28,-11,-51,-35,-30,-34,-22,-48,-24,-36,-45,-27,-50,-53,-38,-26,-25,-27,13,-30,-28,-14,-11,-27,17,-4,-28,-40,-29,-35,-27,-49,-25,21,5,17,19,7,12,15,16,13,9,7,7,-4,-12,2,1,6,17,1,-2,-3,19,5,0,8,9,19,2,4,19
871,53,32,26,35,0,-8,8,0,-31,-16,-3,3,-1,16,-29,-20,-22,3,15,-16,-23,14,15,3,6,-26,19,-7,0,-6,-41,-15,27,-26,-22,12,-19,-22,-26,-10,-26,0,-1,-21,-12,-22,-12,2,-6,-13,-6,-14,13,-17,-31,-28,-13,-24,-26,-16,2,4,-27,-16,-8,-19,-6,2,-15,-18,-3,-19,-31,5,-36,-42,-4,-31,14,-18,-2,-26,-20,-22,-9,-6,6,-27,-28,-40,-4,-24,18,18,-1,-40,-5,11,-24,-19,-19,-24,-24,-4,-19,-4,-6,-19,-2,-13,-1,-16,-22,10,-28,14,-1,5,-29,6,3,-8,11,5,11,17,-41,-1,-6,-25,-27,-11,11,-25,20,-14,-20,-31,-35,-25,10,-29,-8,-1,-5,5,-21,-18,-8,-15,-1,-21,-31,-9,-14,0,2,12,-6,-17,9,13,-17,17,22,0,-12,-2,-6,-19,-22,3,19,20,32,39,21,30,33,34,26,11,7,5,-1,11,-1,3,9,21,1,-1,8,24,13,-1,11,10,21,-3,2,25
872,40,37,33,37,1,-4,11,2,-31,5,12,3,13,38,-1,4,0,28,12,9,-5,9,13,18,32,-1,43,11,17,13,-12,7,50,-21,5,16,6,-3,-4,19,-1,15,15,-2,9,6,9,16,13,11,17,8,13,6,-3,1,11,1,1,8,14,20,2,8,10,10,14,15,13,9,14,8,-3,20,-7,-12,14,-2,38,7,23,-1,6,3,12,13,19,2,-1,-12,14,4,16,41,15,-10,12,34,-3,2,0,1,1,12,7,14,16,3,14,8,16,7,2,20,0,41,18,30,-4,21,16,12,15,29,14,41,-12,15,11,1,-3,13,37,-17,45,8,-1,-4,-5,-4,20,-1,12,16,14,29,4,11,12,8,16,5,-3,13,15,13,20,9,12,11,32,39,9,12,43,14,11,15,12,7,5,20,3,24,29,34,26,36,34,37,24,13,2,5,-3,36,2,3,6,20,0,0,15,20,13,2,8,8,20,-1,1,20
