,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201
152,-38,-31,-36,-32,3,20,15,-32,-55,-30,-30,-32,-28,-18,-37,-31,-23,-22,-55,-30,-27,-50,-55,-29,-21,-33,-17,-32,-29,-33,-30,-33,-17,-29,-35,-22,-35,-24,-24,-17,-33,-31,-29,-27,-30,-34,-32,-35,-27,-33,-23,-31,-18,-19,-32,-34,-18,-33,-31,-30,-31,-28,-35,-18,-33,-21,-33,-29,-19,-20,-31,-33,-35,-27,-33,-31,-31,-34,-22,-21,-24,-32,-35,-32,-30,-28,-30,-30,-37,-30,-30,-30,-53,-20,-30,-29,-33,-21,-23,-24,-22,-34,-18,-34,-30,-33,-30,-34,-32,-32,-30,-34,-35,-25,-33,-19,-32,-23,-32,-28,-33,-30,-19,-23,-26,-13,-27,-36,-29,-32,-32,-32,-22,-34,-12,-36,-29,-33,-33,-24,-27,-30,-31,-28,-32,-24,-36,-22,-33,-33,-29,-35,-32,-32,-17,-33,-29,-59,-30,-21,-22,-18,-20,-56,-17,-29,-32,-31,-35,-21,-36,-29,-16,-21,-32,-24,-18,-29,-27,-25,-20,25,-25,-25,-12,60,-22,-15,3,2,-23,-26,-27,-1,3,-25,7,7,3,-23,-17,4
153,-31,-21,-31,-17,7,20,10,-34,-65,-26,-22,-51,-19,-11,-33,-28,-11,-13,-59,-26,-15,-55,-59,-14,-14,-30,-7,-21,-15,-26,-29,-26,-7,-26,-28,-46,-28,-13,-13,-2,-28,-20,-19,-13,-25,-27,-25,-20,-18,-23,-15,-24,-44,-9,-29,-33,-6,-29,-30,-23,-21,-16,-30,-5,-23,-8,-23,-16,-6,-7,-22,-25,-34,-14,-32,-32,-21,-33,-7,-6,-14,-30,-28,-27,-23,-22,-20,-29,-33,-33,-20,-25,-54,-11,-19,-28,-24,-8,-10,-13,-12,-30,-11,-24,-26,-24,-23,-28,-22,-26,-19,-25,-28,-14,-31,-8,-20,-11,-30,-16,-20,-22,-43,-14,-50,-6,-32,-26,-22,-27,-30,-26,-9,-24,-4,-29,-18,-34,-33,-12,-17,-29,-23,-17,-25,-11,-29,-6,-26,-26,-18,-25,-30,-27,-5,-23,-18,-57,-20,-6,-10,-7,-6,-55,-8,-22,-27,-20,-23,-10,-28,-16,-14,-25,-27,-20,-21,-28,-27,-24,-19,34,-26,-29,-14,60,-26,-27,3,-6,-30,-28,-10,-9,3,-28,5,7,-5,-29,-25,-6
154,-15,0,-12,0,7,24,7,-38,-81,-14,-9,-62,-8,-3,-20,-17,-1,-7,-49,-14,-4,-44,-51,-4,-3,-21,-1,-9,-4,-12,-21,-13,2,-12,-19,-58,-14,-1,3,4,-17,-10,-5,-4,-12,-16,-15,-9,-8,-13,-4,-12,-57,1,-20,-22,3,-16,-19,-14,-6,-1,-19,6,-8,1,-10,-2,2,3,-9,-12,-24,-1,-27,-24,-7,-20,0,4,-5,-20,-20,-17,-12,-7,-5,-17,-21,-21,-5,-13,-48,-4,-8,-22,-12,1,1,-3,0,-22,-1,-11,-12,-12,-13,-16,-9,-15,-4,-16,-17,-3,-20,1,-6,-2,-21,-2,-6,-10,-61,-8,-61,1,-26,-13,-10,-14,-19,-12,-2,-11,3,-15,-9,-23,-20,1,-1,-21,-11,-5,-11,-7,-19,3,-11,-16,-7,-14,-20,-14,4,-7,-4,-45,-7,3,-3,5,5,-47,-2,-8,-17,-5,-14,1,-18,-2,-11,-21,-23,-16,-17,-23,-22,-18,-11,33,-27,-34,-15,57,-8,-15,1,0,-10,-9,7,-1,3,-6,7,7,1,-10,-12,-1
155,0,14,6,16,6,23,3,-39,-97,-1,1,-48,6,2,-10,-3,4,0,-30,-1,4,-26,-33,6,2,-4,10,2,8,-2,-9,-3,12,1,-6,-58,-3,4,6,11,-4,4,6,4,0,-4,-2,4,6,-3,0,2,-56,9,-7,-7,7,-5,-6,-2,5,10,-9,13,6,7,1,5,8,10,4,-2,-8,13,-14,-12,4,-7,9,8,2,-10,-6,-5,4,8,6,-5,-9,-10,7,-2,-29,5,3,-10,3,6,7,6,9,-7,7,3,0,1,3,-3,2,-1,8,-3,-4,10,-7,6,4,4,-7,10,8,4,-59,1,-59,9,-14,0,2,0,-4,-2,9,-1,8,-1,3,-8,-10,5,10,-7,1,5,3,1,-6,5,3,-4,7,-2,-7,1,6,5,8,-28,6,10,4,12,8,-28,9,5,0,7,1,8,-4,10,-7,-14,-13,-10,-9,-15,-13,-11,-7,29,-29,-35,-13,49,4,5,12,6,6,4,10,7,11,3,14,13,9,3,6,10
156,16,26,20,27,7,24,5,-38,-106,11,15,-24,16,15,2,8,7,12,-9,11,9,-6,-11,16,11,5,22,17,20,14,3,10,24,7,8,-42,9,10,12,18,6,17,16,11,12,11,10,14,18,13,10,13,-47,14,4,4,14,8,6,10,18,21,7,19,18,12,14,16,12,15,15,12,3,24,0,1,16,4,17,13,12,6,8,4,14,17,20,9,3,2,20,12,-8,16,14,4,14,16,14,13,14,5,13,16,13,14,12,8,14,11,20,6,8,24,4,17,18,15,7,24,22,15,-48,9,-43,21,-4,14,13,13,8,9,18,3,22,9,7,2,4,12,22,8,16,16,14,13,8,15,14,11,18,9,5,13,16,16,23,-4,16,14,15,20,15,-5,16,18,12,18,13,13,10,22,7,-1,-2,-3,-1,-3,-3,0,2,21,-31,-38,-14,48,-3,6,10,4,-3,-2,11,4,14,-6,12,16,7,1,3,10
157,31,34,31,33,10,24,5,-37,-108,25,27,-5,27,23,17,21,14,23,15,22,15,18,9,25,23,17,24,27,31,28,15,22,27,10,21,-22,22,16,17,20,21,28,28,15,24,25,23,26,27,26,22,24,-28,16,19,17,17,22,18,24,28,30,18,23,27,19,27,30,17,19,28,23,14,35,11,11,29,18,25,18,21,16,21,18,27,27,29,20,18,15,30,23,16,21,28,17,28,25,15,17,18,16,18,27,22,25,27,21,28,25,31,23,24,33,18,26,31,26,19,36,30,29,-29,17,-21,27,7,26,26,23,20,22,24,9,26,22,12,17,16,20,34,18,27,28,27,23,21,18,27,22,28,21,16,26,16,31,32,21,30,17,23,28,20,19,25,30,22,29,25,17,22,31,18,11,16,13,11,11,13,15,15,13,-30,-38,-14,42,-3,0,4,-4,-2,-3,15,-2,4,0,6,3,1,-3,0,-2
158,39,35,35,29,9,27,4,-37,-105,32,32,11,33,22,29,31,14,20,37,34,17,40,36,29,20,28,20,33,36,33,28,31,17,14,32,1,32,19,17,23,30,36,35,17,36,35,32,32,31,32,25,32,-5,20,28,28,16,31,27,34,33,33,30,25,34,18,34,34,18,20,32,33,27,38,25,25,33,27,21,18,23,28,31,30,35,36,32,30,30,27,36,31,41,16,35,27,34,23,18,17,18,30,19,32,34,33,35,30,35,35,37,33,37,36,31,20,35,26,28,37,34,35,-5,16,2,19,20,34,33,35,31,31,22,14,18,33,16,29,30,21,34,31,32,35,35,24,32,19,36,33,34,35,27,33,16,36,38,43,37,19,23,28,19,40,19,34,34,35,33,18,32,37,21,18,28,24,19,22,23,23,22,16,-27,-38,-18,33,15,12,-6,2,14,14,21,0,-2,19,-3,-2,1,13,14,2
159,33,28,29,24,8,23,5,-33,-100,33,28,37,28,10,34,34,16,14,52,34,18,51,49,23,12,33,10,29,31,33,34,32,10,17,36,24,33,18,19,21,34,33,28,20,31,37,30,28,26,33,19,30,16,19,34,33,19,32,35,33,29,28,36,24,31,20,33,28,17,21,29,37,34,29,33,34,28,34,10,19,16,33,33,32,34,34,27,36,33,36,33,37,56,6,30,33,30,13,18,18,19,33,21,31,37,30,34,33,33,35,31,32,37,26,35,11,32,17,34,30,30,34,20,9,28,5,29,30,31,37,37,32,10,15,6,33,18,37,36,20,26,36,34,30,33,15,34,20,33,35,26,37,34,29,19,29,32,55,32,17,14,18,23,52,9,29,35,33,32,19,36,29,21,22,27,25,25,23,27,27,23,13,-26,-37,-17,24,31,28,-4,6,35,29,16,8,-3,34,1,0,6,32,31,9
160,21,11,19,11,14,20,11,-32,-92,25,20,56,19,0,28,27,17,5,51,24,18,47,47,13,3,27,-2,19,20,22,31,23,-1,16,29,44,26,19,20,21,26,23,17,20,23,30,20,17,15,21,9,20,39,19,33,29,19,27,28,25,18,14,33,24,22,21,21,15,16,20,19,30,30,17,31,32,19,28,5,21,8,29,28,26,27,23,15,31,31,32,23,29,53,-1,18,33,22,2,16,18,20,31,21,22,31,21,26,25,22,25,18,25,31,14,29,2,20,10,30,16,18,24,39,-3,50,-3,28,20,20,32,32,25,3,18,-5,24,21,33,34,23,16,28,21,19,19,7,26,19,24,27,11,31,31,20,18,17,21,48,24,18,6,4,21,46,-3,15,24,19,24,17,26,19,19,24,27,21,21,23,21,24,20,-6,-26,-35,-15,14,22,30,3,3,27,27,8,3,3,22,5,10,4,22,29,7
161,12,1,7,-4,10,17,12,-29,-83,17,11,44,10,-9,19,17,15,-3,38,14,12,36,33,2,-6,18,-11,9,9,11,22,14,-13,18,15,52,14,18,15,9,15,11,7,14,12,18,8,7,3,12,-3,8,50,11,20,20,10,16,18,13,9,4,20,17,8,11,9,7,9,15,8,17,18,4,20,23,7,20,-8,12,-2,18,17,12,13,9,8,18,17,24,12,16,39,-12,7,23,10,-9,14,15,14,21,15,13,20,10,14,12,8,13,8,12,18,2,21,-9,8,-4,17,5,8,13,53,-11,53,-14,19,9,9,21,20,12,-8,19,-17,13,14,22,25,17,5,17,10,11,9,-6,14,13,14,14,4,18,20,10,11,6,12,35,12,12,-6,-3,14,32,-13,6,12,10,9,14,15,8,13,16,27,18,15,21,22,21,12,-24,-25,-30,-18,5,0,16,-1,-1,3,2,-2,1,2,-1,5,-2,-3,1,5,2
162,3,-10,-7,-13,11,13,10,-28,-70,6,2,20,3,-20,11,9,5,-16,18,5,4,15,14,-4,-18,7,-24,0,-2,2,11,4,-24,15,5,43,7,7,5,-5,5,2,-1,7,3,10,1,-1,-5,3,-12,-2,45,1,10,7,-1,7,9,3,0,-3,7,7,1,1,-1,-3,-3,3,-1,5,8,-2,8,12,-2,9,-18,0,-15,5,9,0,4,5,-1,5,7,12,2,5,21,-23,2,10,1,-21,4,5,4,9,6,5,8,2,8,3,-1,4,3,3,10,-3,9,-22,-1,-14,7,-3,0,3,45,-23,45,-26,7,0,-2,10,8,1,-20,12,-29,5,8,9,11,6,-4,5,4,1,1,-19,5,-1,0,5,-2,7,9,4,0,-4,2,14,3,1,-17,-20,4,13,-23,-3,7,2,0,4,3,-1,2,6,21,13,4,20,17,17,1,-16,-26,-25,-17,-9,-11,-7,-8,-5,-7,-9,-14,-1,-5,-9,-2,-7,-4,-11,-6,0
163,-12,-20,-19,-17,11,7,15,-23,-54,-4,-8,3,-9,-29,2,0,-6,-27,-7,-2,-6,-9,-10,-12,-30,-2,-32,-11,-9,-6,0,-4,-31,0,-1,27,-3,-3,-6,-9,-1,-9,-12,-3,-7,0,-7,-10,-15,-7,-25,-10,33,-8,1,0,-8,-4,0,-5,-10,-15,2,-2,-9,-8,-8,-12,-9,-5,-11,-2,0,-10,2,3,-12,0,-27,-8,-26,-1,-1,-6,-3,-7,-12,-3,0,2,-7,-2,-6,-29,-9,3,-9,-29,-6,-4,-5,0,-7,-4,-1,-8,-1,-3,-7,-4,-6,-7,-1,-15,0,-34,-9,-27,-2,-18,-10,-5,31,-32,29,-37,-3,-7,-10,3,1,-6,-28,-1,-38,-4,-1,0,2,-4,-13,-4,-4,-9,-6,-27,-1,-7,-9,-3,-11,-4,0,-4,-8,-11,-9,-12,-6,-7,-30,-32,-4,-14,-31,-11,-2,-7,-8,-6,-6,-10,-10,-6,4,-3,-10,5,1,1,-12,-11,-25,-21,-15,-19,-4,-8,-3,2,-6,-6,-17,0,-3,-6,-1,3,-1,-3,-5,3
164,-21,-24,-22,-24,12,4,23,-23,-36,-11,-17,-8,-19,-30,-8,-12,-9,-31,-34,-15,-10,-38,-37,-20,-30,-9,-31,-15,-22,-18,-9,-16,-24,-8,-13,7,-13,-7,-10,-9,-10,-19,-23,-10,-18,-10,-16,-21,-26,-17,-32,-20,10,-11,-7,-10,-11,-13,-10,-18,-20,-21,-7,-8,-19,-9,-16,-20,-12,-10,-21,-12,-10,-21,-7,-4,-19,-8,-30,-12,-33,-10,-12,-13,-13,-21,-21,-13,-9,-4,-14,-13,-35,-26,-19,-5,-17,-30,-11,-6,-9,-9,-9,-13,-13,-21,-11,-15,-19,-13,-16,-15,-13,-26,-8,-30,-20,-31,-8,-24,-19,-16,12,-33,3,-33,-8,-20,-18,-11,-8,-18,-32,-6,-34,-15,-6,-8,-4,-11,-23,-11,-15,-23,-17,-33,-13,-7,-18,-15,-22,-13,-10,-16,-11,-20,-20,-39,-18,-9,-33,-33,-5,-42,-26,-21,-15,-17,-16,-9,-14,-23,-17,-18,-12,-17,-23,-10,-14,-15,-24,-36,-23,-16,-14,-30,-8,-7,4,-1,-8,-9,-20,2,5,-11,10,10,0,-8,-6,0
165,-27,-24,-22,-23,11,-1,24,-17,-21,-21,-21,-31,-22,-22,-21,-24,-11,-27,-52,-23,-14,-55,-56,-25,-23,-22,-21,-23,-26,-24,-19,-25,-16,-12,-23,-22,-20,-12,-12,-11,-22,-26,-29,-9,-27,-22,-23,-24,-28,-24,-31,-28,-13,-12,-18,-18,-12,-22,-19,-26,-26,-26,-20,-10,-22,-11,-24,-26,-12,-12,-24,-21,-19,-24,-18,-15,-23,-19,-21,-13,-27,-21,-21,-25,-21,-27,-25,-20,-18,-18,-22,-24,-51,-20,-23,-15,-23,-21,-11,-7,-8,-18,-10,-22,-24,-27,-22,-22,-24,-23,-23,-23,-23,-25,-19,-23,-27,-27,-20,-29,-22,-22,-17,-26,-24,-23,-20,-24,-24,-18,-20,-26,-26,-6,-23,-23,-8,-19,-17,-13,-25,-23,-21,-29,-25,-27,-21,-12,-25,-24,-26,-23,-20,-24,-12,-23,-24,-51,-24,-12,-24,-30,-10,-57,-16,-24,-22,-22,-23,-13,-20,-26,-23,-26,-16,-17,-28,-16,-19,-19,-27,-73,-23,-10,-12,-43,-30,-20,8,-1,-29,-32,-20,-3,8,-35,7,6,-1,-32,-26,0
166,-25,-19,-24,-22,10,-8,19,-12,-9,-24,-19,-60,-16,-8,-24,-24,-13,-15,-60,-24,-14,-57,-58,-18,-13,-23,-7,-21,-18,-21,-25,-22,-1,-15,-25,-46,-24,-12,-12,-10,-24,-20,-23,-11,-27,-23,-23,-18,-24,-21,-21,-26,-40,-12,-25,-22,-12,-27,-24,-26,-20,-18,-24,-14,-21,-11,-19,-20,-13,-13,-20,-23,-22,-17,-24,-23,-23,-25,-12,-12,-17,-24,-22,-29,-20,-22,-18,-24,-22,-23,-18,-25,-57,-6,-18,-25,-19,-10,-11,-8,-13,-23,-10,-20,-27,-24,-20,-25,-23,-22,-18,-25,-25,-19,-24,-8,-18,-18,-22,-23,-15,-23,-43,-12,-48,-13,-25,-19,-24,-23,-27,-24,-11,-10,-10,-23,-11,-25,-23,-15,-16,-27,-19,-24,-23,-16,-20,-10,-21,-25,-18,-24,-25,-20,-10,-18,-19,-55,-21,-12,-12,-19,-10,-59,-4,-18,-25,-18,-22,-13,-22,-20,-22,-25,-15,-15,-29,-18,-16,-17,-26,-90,-23,-6,-14,-57,-42,-41,-1,-3,-48,-49,-17,-4,-2,-47,1,-1,-1,-46,-46,-1
167,-13,-14,-16,-10,12,-11,23,-6,11,-16,-10,-70,-9,2,-19,-17,-10,-2,-55,-16,-10,-51,-52,-7,1,-17,2,-11,-8,-9,-22,-14,11,-14,-18,-57,-15,-12,-10,-7,-16,-12,-15,-8,-17,-16,-14,-6,-13,-12,-8,-19,-55,-7,-19,-17,-7,-19,-20,-16,-9,-10,-18,-11,-11,-9,-12,-10,-9,-7,-9,-16,-20,-6,-24,-21,-13,-21,4,-9,-4,-21,-16,-19,-12,-13,-5,-19,-17,-23,-7,-21,-55,9,-7,-22,-9,2,-11,-9,-10,-18,-9,-10,-21,-12,-11,-18,-14,-16,-10,-16,-18,-7,-18,3,-10,-4,-16,-12,-6,-14,-58,1,-60,-1,-28,-9,-14,-18,-23,-17,2,-8,2,-14,-9,-22,-23,-15,-5,-22,-10,-15,-12,-3,-15,-8,-13,-17,-10,-16,-21,-12,-8,-8,-11,-52,-9,-10,2,-7,-8,-53,9,-8,-14,-11,-11,-8,-12,-9,-18,-20,-18,-17,-22,-15,-17,-17,-22,-83,-20,-3,-12,-73,-30,-41,-2,-4,-36,-29,-13,-5,-7,-26,-5,-1,-3,-31,-34,-2
168,-4,-4,-4,-2,17,-14,29,-2,30,-7,0,-49,2,14,-10,-9,-2,11,-38,-6,-7,-33,-33,2,10,-8,19,-1,0,-1,-14,-3,23,-10,-8,-59,-5,-7,-5,0,-8,-2,-1,-5,-5,-6,-3,6,-5,0,4,-7,-58,-1,-9,-7,0,-8,-10,-8,1,1,-7,-1,0,-4,-2,0,-2,-4,0,-3,-9,4,-17,-11,-4,-10,13,0,10,-11,-8,-10,-1,-5,5,-9,-7,-16,1,-10,-39,22,3,-16,0,14,-5,-3,-5,-7,-4,1,-8,0,-4,-8,-4,-5,0,-4,-8,1,-11,15,-2,10,-7,-2,3,-5,-58,16,-61,15,-18,-1,-3,-9,-13,-5,14,-3,15,-6,-5,-13,-12,-7,4,-11,-3,-2,0,10,-6,0,-5,-9,1,-6,-12,-2,2,2,1,-29,-2,-3,13,4,0,-31,21,2,-4,-1,-2,-2,-3,1,-9,-16,-13,-14,-20,-12,-15,-19,-14,-69,-17,2,-9,-84,1,-14,5,4,-7,-4,0,-3,0,0,2,12,-2,-2,-10,-2
169,5,8,7,6,12,-16,29,0,45,3,10,-25,13,24,2,1,6,20,-4,3,4,-2,-2,13,25,3,29,9,10,11,-4,4,34,0,0,-47,4,2,7,6,2,6,9,6,1,5,7,15,6,10,16,5,-52,7,-1,1,7,3,1,1,11,12,1,6,12,8,8,12,7,4,11,7,2,15,-5,-1,5,3,26,5,20,1,2,1,8,6,15,0,1,-6,12,1,-9,30,12,-4,11,27,2,6,4,-1,6,8,3,9,6,6,6,5,10,4,0,13,1,28,9,23,2,11,11,6,-55,29,-52,26,-7,6,6,1,-5,4,24,3,28,2,2,-1,-3,2,17,-1,6,7,10,22,4,7,8,3,13,4,-2,8,8,12,9,3,10,8,27,17,7,3,33,10,7,8,7,8,5,11,2,-7,-3,0,-9,-7,-4,-8,-4,-69,-18,4,-7,-102,11,5,12,-2,8,10,12,-4,10,7,8,11,-6,8,7,-4
170,14,13,16,17,10,-17,29,5,57,14,21,-10,26,34,11,11,13,32,23,15,11,29,29,25,33,11,34,21,25,22,9,15,36,4,13,-23,16,10,14,14,14,17,20,15,13,15,17,28,21,23,27,14,-32,15,10,14,13,15,9,13,21,23,9,11,21,13,21,20,12,9,24,18,13,26,6,5,19,11,36,12,31,11,14,11,19,17,25,11,12,4,24,12,27,39,22,5,23,36,12,11,10,11,12,21,14,23,15,15,20,17,23,16,11,27,10,36,21,33,11,20,24,18,-36,35,-24,31,6,21,17,11,7,16,34,10,37,16,10,8,8,9,25,10,19,19,20,31,16,13,19,13,24,16,9,19,13,23,20,32,22,11,32,28,14,33,37,22,17,19,22,12,16,22,7,8,9,10,6,9,7,8,10,-68,-19,9,-2,-115,3,3,6,-11,0,7,14,-14,7,-1,4,6,-10,2,4,-8
171,28,21,23,24,9,-16,34,7,68,25,27,9,28,32,23,21,13,33,44,25,14,48,50,29,33,24,28,28,29,29,18,26,27,10,22,12,26,14,15,9,25,24,27,14,26,26,30,32,24,29,32,28,0,14,20,23,12,27,22,25,26,27,23,10,30,12,30,26,11,9,30,27,23,26,18,17,29,23,34,11,36,23,22,25,29,27,30,26,24,15,32,23,48,35,30,18,28,34,14,13,11,21,14,30,24,27,22,23,27,27,28,28,21,28,23,33,27,35,23,28,29,24,2,37,8,27,20,27,27,22,19,25,34,15,35,27,12,21,19,11,26,20,29,27,30,34,27,13,27,24,29,28,21,26,12,27,26,50,29,12,31,30,15,52,31,28,26,24,28,14,26,28,15,19,17,19,19,17,18,15,17,-58,-15,11,0,-128,11,4,-5,-12,6,10,6,-14,0,12,-5,-2,-11,10,6,-14
172,32,26,30,25,8,-14,37,8,74,27,24,38,20,19,27,25,11,27,62,26,11,66,63,19,26,27,19,21,22,23,26,25,17,12,27,37,26,7,11,4,26,21,20,12,27,30,31,26,20,25,28,27,27,10,28,27,7,29,28,26,20,18,30,9,25,6,27,19,8,6,25,32,30,18,25,26,24,30,21,6,30,27,25,31,29,25,20,29,29,23,25,29,62,24,23,27,26,23,10,9,9,28,6,26,26,24,19,27,24,25,20,27,28,18,29,20,20,26,30,18,19,25,33,29,33,21,29,25,25,28,26,25,27,17,22,27,9,27,27,9,15,28,24,23,27,27,27,6,26,25,20,25,29,25,5,20,20,67,24,8,22,21,11,64,18,20,26,21,25,9,28,20,16,24,21,22,22,19,21,20,21,-53,-13,14,5,-141,39,28,-4,-8,34,36,8,-13,-4,38,-8,0,-8,36,32,-10
173,24,19,25,15,5,-17,29,9,79,12,10,58,9,11,19,18,7,16,71,16,6,71,72,6,14,21,8,12,7,9,23,15,8,6,19,54,17,6,7,6,20,7,9,7,16,20,17,11,7,14,17,15,46,7,23,23,5,20,20,17,5,5,24,3,11,2,14,2,5,2,8,21,23,3,23,23,8,21,10,6,20,27,18,21,15,11,7,23,26,24,11,22,70,12,9,23,11,12,8,6,4,23,6,10,17,14,8,18,10,12,4,15,19,4,24,10,6,15,23,2,4,14,51,17,49,9,29,10,11,23,22,17,14,13,10,14,5,25,24,5,1,20,12,8,11,15,19,4,11,15,8,17,22,11,3,5,8,73,11,3,8,10,6,70,8,7,15,7,8,5,19,6,16,21,20,24,17,23,22,22,21,-54,-9,14,8,-149,49,48,-5,-5,44,46,8,-10,-5,39,-7,-6,-6,49,43,-5
174,10,7,16,1,7,-15,28,10,82,-2,-6,62,-8,-1,8,3,5,4,59,1,6,59,59,-10,6,5,-2,-2,-8,-4,8,-1,-1,3,2,67,1,3,5,2,8,-9,-7,6,-1,6,0,-6,-5,-4,7,1,61,6,9,6,3,5,5,1,-10,-10,7,4,-3,3,-2,-11,3,3,-7,4,8,-13,12,14,-6,11,2,4,10,12,0,8,-1,-3,-9,7,9,11,-6,6,62,4,-4,11,-8,3,5,3,1,5,6,-7,2,-3,-9,3,-5,-1,-10,1,5,-13,10,1,-9,8,8,-12,-10,-1,63,7,65,3,17,-6,-2,5,6,-1,7,8,2,1,4,12,9,4,-14,8,-5,-8,-4,3,2,1,-4,0,-8,1,9,-6,0,-11,-11,56,-4,3,-1,3,4,58,-2,-9,-2,-10,-5,2,4,-8,18,19,16,19,19,20,21,16,19,-46,-5,15,8,-162,21,32,-10,-7,24,26,-1,-12,-8,15,-7,-11,-5,23,25,-8
175,-2,-7,0,-11,8,-14,32,7,81,-11,-16,46,-21,-10,-8,-12,0,-2,32,-11,6,30,35,-22,-3,-9,-8,-18,-21,-17,-6,-13,-12,1,-11,64,-15,2,0,-5,-11,-20,-17,3,-13,-13,-11,-16,-15,-17,-1,-13,66,3,-7,-9,-4,-10,-9,-11,-21,-20,-9,-3,-17,-2,-13,-24,-1,0,-18,-12,-7,-22,-4,-5,-21,-7,-4,-2,1,-6,-13,-7,-15,-15,-18,-8,-4,-5,-19,-11,37,-6,-18,-2,-17,-6,3,-2,-3,-9,1,-17,-13,-18,-22,-12,-19,-14,-23,-15,-11,-21,-7,-7,-19,-1,-9,-21,-20,-15,69,-3,63,-4,1,-18,-13,-11,-7,-13,-2,6,-5,-14,1,-3,-7,0,-28,-6,-20,-18,-18,-4,-12,-2,-16,-13,-20,-14,-8,-17,-5,-21,-21,33,-19,-1,-7,-7,0,31,-11,-19,-16,-22,-14,0,-12,-19,10,19,11,11,18,13,14,9,15,-28,-3,15,10,-171,-1,7,-10,-7,-2,3,-11,-15,-12,-3,-14,-11,-6,0,-1,-11
176,-14,-17,-12,-23,3,-9,32,7,78,-20,-27,21,-29,-18,-20,-23,-7,-14,7,-21,-4,2,8,-26,-16,-19,-18,-26,-28,-27,-17,-21,-21,-1,-20,48,-23,-8,-6,-13,-23,-27,-25,-7,-23,-24,-21,-23,-26,-25,-12,-22,52,-7,-18,-22,-12,-19,-20,-22,-29,-28,-18,-12,-22,-13,-24,-29,-9,-10,-27,-22,-17,-28,-15,-18,-27,-19,-16,-12,-7,-18,-24,-18,-26,-24,-27,-21,-18,-19,-26,-21,11,-19,-28,-18,-26,-14,-3,-6,-9,-21,-7,-25,-20,-22,-31,-21,-26,-24,-26,-22,-20,-26,-15,-19,-27,-12,-19,-31,-26,-27,54,-11,46,-15,-9,-25,-24,-22,-17,-22,-12,0,-15,-24,-8,-13,-17,-6,-30,-21,-26,-27,-26,-13,-24,-9,-26,-24,-28,-23,-18,-25,-13,-28,-29,5,-27,-8,-20,-14,-10,5,-22,-29,-25,-28,-25,-8,-24,-30,2,6,-3,-3,5,-1,2,0,1,-17,-2,14,8,-179,4,-1,-8,-3,2,3,-12,-4,-10,2,-9,-8,-1,2,-2,-4
177,-26,-32,-27,-32,2,-9,34,4,71,-27,-32,0,-32,-29,-27,-26,-14,-23,-24,-28,-10,-27,-19,-28,-25,-27,-25,-30,-29,-31,-26,-27,-22,-12,-30,21,-29,-15,-14,-15,-27,-33,-28,-13,-27,-30,-28,-30,-25,-33,-22,-27,26,-10,-24,-27,-16,-26,-30,-27,-30,-29,-24,-17,-29,-17,-30,-32,-16,-15,-30,-30,-26,-31,-21,-28,-30,-26,-25,-15,-16,-25,-29,-25,-32,-27,-29,-27,-24,-26,-31,-29,-18,-26,-33,-27,-29,-24,-12,-14,-16,-29,-13,-30,-29,-26,-37,-27,-32,-28,-36,-30,-28,-30,-25,-25,-34,-23,-26,-31,-30,-31,28,-24,18,-21,-19,-30,-27,-27,-27,-30,-19,-8,-20,-28,-15,-23,-27,-13,-31,-27,-33,-33,-32,-22,-29,-19,-31,-29,-29,-30,-28,-32,-19,-30,-31,-25,-31,-14,-26,-22,-14,-26,-25,-32,-29,-29,-27,-12,-31,-32,-8,-10,-15,-14,-10,-13,-12,-12,-14,-13,1,14,10,-189,0,0,-1,3,-2,4,-5,3,-2,-5,-5,-2,7,-3,2,4
