,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
519,14,10,16,15,9,4,16,20,14,15,21,14,14,10,14,17,18,15,18,15,19,-22,10,16,6,18,10,-28,10,10,12,14,15,12,18,20,13,17,18,9,20,17
520,11,6,11,10,4,-1,9,17,10,10,14,9,12,6,13,15,15,13,15,15,10,-33,5,16,5,16,6,-35,7,7,9,12,13,8,14,17,10,10,15,8,15,14
521,9,-1,8,5,-1,-4,8,10,5,8,12,7,6,1,9,11,11,9,14,10,8,-41,-1,15,3,13,0,-43,5,4,5,7,10,3,10,14,4,6,12,6,10,10
522,4,-6,4,-1,-2,-10,4,7,1,1,8,0,-1,-2,4,7,9,5,6,5,2,-45,-6,12,-4,10,-5,-45,1,0,0,1,8,1,8,7,-3,3,10,1,2,4
523,0,-10,2,-10,-6,-15,0,0,-3,-2,3,-1,-6,-3,3,3,2,-2,1,1,-7,-49,-13,10,-7,4,-10,-48,-5,-5,-3,-7,4,-2,5,2,-10,-5,6,-1,-3,2
524,-3,-14,-2,-12,-8,-19,-4,-8,-9,-2,-2,-3,-11,-8,-2,-2,-3,-5,-3,-2,-14,-55,-18,5,-8,3,-12,-49,-8,-8,-2,-12,-1,-5,-1,-4,-14,-9,1,-4,-7,-3
525,-8,-18,-6,-16,-8,-22,-8,-12,-9,-5,-11,-5,-18,-9,-5,-7,-7,-9,-8,-6,-19,-52,-20,0,-8,-2,-17,-47,-10,-8,-5,-16,-4,-11,-2,-12,-18,-15,-1,-7,-12,-8
526,-12,-21,-8,-18,-11,-23,-9,-18,-11,-9,-15,-6,-20,-9,-8,-10,-11,-8,-9,-8,-21,-47,-22,-1,-8,-5,-20,-41,-10,-10,-11,-23,-6,-8,-4,-15,-22,-15,-6,-10,-17,-8
527,-18,-20,-10,-23,-11,-26,-12,-19,-11,-9,-19,-6,-23,-10,-8,-12,-11,-8,-15,-6,-23,-41,-23,-4,-8,-8,-25,-36,-11,-9,-10,-27,-8,-10,-8,-17,-25,-20,-7,-11,-22,-11
528,-18,-23,-11,-23,-8,-26,-10,-22,-11,-5,-24,-9,-26,-10,-9,-12,-8,-8,-20,-9,-26,-31,-27,-10,-6,-8,-23,-25,-10,-9,-10,-26,-9,-9,-7,-19,-25,-21,-9,-10,-25,-11
529,-19,-23,-9,-26,-8,-26,-10,-25,-10,-5,-25,-11,-27,-9,-10,-13,-9,-11,-19,-9,-27,-20,-23,-15,-6,-9,-25,-17,-11,-6,-8,-26,-10,-9,-10,-24,-27,-21,-8,-9,-25,-9
530,-22,-20,-6,-27,-5,-24,-8,-24,-6,-5,-25,-8,-27,-4,-8,-10,-7,-10,-19,-9,-27,-10,-23,-20,-4,-8,-24,-7,-9,-4,-9,-25,-9,-9,-5,-24,-24,-22,-12,-8,-27,-9
531,-19,-17,-8,-23,-3,-17,-6,-26,-5,-6,-26,-5,-24,-3,-6,-7,-6,-5,-20,-8,-22,1,-20,-18,-1,-7,-18,4,-7,-4,-6,-25,-6,-5,-5,-22,-23,-23,-9,-8,-25,-7
532,-14,-15,-4,-17,1,-12,-3,-21,-4,-3,-26,-2,-25,-4,-5,-6,-3,-3,-19,-6,-20,13,-12,-20,2,-7,-17,11,-2,-1,-3,-17,-4,-5,-7,-24,-20,-22,-8,-1,-23,-5
533,-14,-8,-2,-12,-1,-4,-1,-19,-2,-2,-22,1,-16,-1,0,-6,-3,-3,-15,-6,-15,27,-9,-21,3,-6,-11,20,-3,2,-1,-14,-3,-2,-4,-22,-14,-17,-3,-1,-20,-4
534,-11,-4,1,-8,3,-2,2,-14,3,1,-17,3,-12,3,1,0,0,1,-12,0,-10,33,-2,-21,4,-2,-3,29,1,1,5,-8,-1,2,-3,-17,-8,-10,-3,3,-13,-1
535,-8,2,2,-3,6,3,4,-7,3,8,-13,4,-4,5,3,-1,4,1,-10,2,-4,41,4,-15,7,0,4,35,6,7,5,-1,0,3,0,-10,-1,-8,-2,8,-6,2
536,-5,6,4,4,7,10,7,-3,5,7,-5,7,1,8,4,2,5,4,-9,5,3,48,10,-12,10,2,7,40,7,9,8,3,2,3,3,-6,3,0,4,7,-4,6
537,-4,10,7,8,9,9,7,4,10,8,0,7,5,12,9,9,7,7,-6,5,7,48,12,-13,12,6,8,45,12,9,12,9,2,7,2,1,11,7,3,11,1,7
538,-4,13,10,11,11,11,11,6,12,10,5,11,9,15,10,10,10,8,-4,9,13,48,11,-9,13,9,16,47,13,12,15,11,4,14,5,8,14,9,6,11,7,9
539,1,14,14,17,15,17,11,11,15,11,10,14,10,15,10,12,14,12,-2,10,15,48,13,-7,14,14,17,46,13,13,16,16,8,14,9,11,13,13,10,14,15,14
540,3,17,14,16,13,15,13,13,16,12,11,15,12,14,12,16,15,12,2,13,15,43,14,-3,16,14,15,45,13,14,16,14,12,13,13,14,15,16,14,14,12,15
541,6,18,15,18,12,16,15,13,19,15,18,15,17,15,13,20,13,16,5,14,19,36,16,1,16,14,15,36,11,11,17,17,12,17,13,13,16,18,12,13,16,13
542,9,18,15,13,13,15,12,16,16,13,17,13,18,11,11,16,13,13,9,14,16,28,14,5,11,15,13,27,10,10,12,17,15,13,11,16,20,18,14,15,16,13
543,14,16,12,15,10,15,10,19,17,13,18,13,19,12,13,15,9,11,13,13,15,18,10,7,10,12,13,18,12,9,11,15,14,11,12,15,18,18,18,11,15,14
544,18,11,13,14,7,10,8,18,15,10,19,8,17,8,12,14,7,12,20,11,16,6,11,10,7,12,9,7,9,7,10,11,11,9,13,14,16,18,13,12,14,14
545,18,9,9,11,8,5,4,16,10,7,16,10,14,7,11,10,5,7,20,9,10,-4,5,19,3,10,7,-2,5,4,6,11,9,7,11,13,17,17,11,8,13,11
546,25,4,6,11,2,6,2,13,8,8,12,4,10,1,5,9,4,4,25,8,8,-14,1,18,1,8,5,-17,4,1,4,7,7,1,7,9,8,11,8,5,11,6
547,27,6,5,6,0,-1,-1,8,1,3,11,-3,5,-1,4,5,0,5,29,3,5,-25,-2,18,-3,5,0,-27,1,-4,2,2,5,-1,5,5,4,9,8,1,6,5
548,27,-2,3,0,-5,-3,0,4,0,1,6,-4,3,-1,2,2,-5,1,30,2,1,-36,-2,22,-8,3,-4,-33,-2,-7,-3,-5,1,-4,3,2,0,4,4,-5,1,5
549,24,-7,-1,-5,-7,-5,-7,2,-9,-3,2,-7,-1,-5,-2,-1,-6,-2,29,0,-2,-43,-6,29,-8,0,-4,-43,-6,-8,-6,-5,0,-4,-1,0,-2,-2,0,-6,0,-1
550,28,-6,-4,-6,-9,-4,-6,-2,-10,-6,0,-9,-6,-9,-3,-6,-7,-4,29,-5,-5,-49,-9,29,-5,-5,-6,-50,-7,-7,-9,-5,-4,-11,-3,-4,-6,-5,-1,-6,-5,-5
551,23,-9,-5,-6,-9,-6,-6,-5,-11,-9,-3,-9,-8,-11,-7,-8,-11,-5,29,-4,-8,-51,-9,25,-12,-6,-8,-52,-8,-10,-7,-9,-7,-11,-7,-9,-7,-5,-5,-11,-8,-6
552,16,-9,-6,-8,-10,-8,-8,-6,-12,-9,-9,-10,-9,-12,-7,-10,-8,-6,22,-5,-11,-55,-8,25,-13,-9,-10,-52,-8,-7,-8,-11,-6,-11,-9,-10,-7,-10,-8,-10,-10,-9
553,10,-9,-9,-9,-12,-4,-8,-5,-12,-9,-12,-10,-8,-15,-8,-9,-7,-9,16,-6,-11,-55,-7,25,-11,-7,-8,-48,-8,-7,-10,-10,-7,-9,-9,-7,-7,-13,-7,-12,-9,-6
554,3,-9,-7,-7,-12,-6,-7,-6,-13,-10,-9,-13,-11,-14,-8,-10,-9,-9,10,-7,-9,-48,-5,20,-13,-10,-9,-44,-10,-6,-11,-8,-10,-11,-7,-12,-9,-12,-9,-9,-9,-8
555,-8,-9,-9,-7,-12,-6,-7,-7,-13,-13,-10,-11,-11,-11,-10,-10,-9,-8,1,-8,-8,-42,-4,14,-11,-9,-7,-35,-10,-7,-10,-5,-11,-11,-8,-10,-7,-9,-8,-12,-8,-10
556,-14,-7,-12,-5,-10,-1,-10,-5,-13,-11,-12,-12,-8,-10,-11,-11,-7,-10,-9,-6,-6,-34,-2,8,-9,-7,-2,-26,-8,-8,-9,-2,-8,-8,-9,-8,-4,-12,-9,-9,-6,-11
557,-20,-3,-10,-2,-5,1,-8,-2,-10,-12,-8,-11,-5,-10,-9,-10,-5,-8,-16,-10,-6,-23,2,-3,-5,-8,0,-15,-5,-4,-5,-2,-11,-10,-9,-5,-5,-9,-8,-6,-6,-12
558,-23,1,-7,1,-6,3,-2,-3,-7,-8,-6,-8,-4,-3,-7,-11,-9,-6,-20,-9,-1,-7,3,-13,-3,-4,-1,-3,-6,-2,-8,1,-12,-6,-9,-5,-4,-2,-8,-6,-4,-8
559,-27,0,-6,1,-1,6,-2,-1,-6,-7,-5,-7,0,-2,-3,-5,-5,0,-24,-5,3,9,5,-16,-1,-5,3,11,-2,2,-5,5,-8,-3,-6,-3,-2,1,-7,-3,0,-7
560,-27,3,-4,5,2,9,-1,2,-3,-5,-4,0,1,0,-1,-4,-1,-2,-27,-2,3,22,6,-20,5,0,9,26,-1,3,-3,7,-5,3,-3,0,1,0,-5,0,1,-3
561,-27,6,1,7,3,9,6,3,3,0,1,3,2,3,-2,1,0,0,-27,-2,7,35,9,-24,6,1,9,35,4,4,3,8,-1,2,2,4,1,6,-1,3,6,-1
562,-27,9,4,8,5,12,5,6,4,2,4,4,4,5,5,2,5,5,-27,1,8,43,10,-25,4,2,10,44,5,8,4,7,4,5,6,6,3,7,1,2,8,0
563,-25,12,5,12,1,14,5,6,5,7,8,8,7,8,6,5,7,4,-24,5,12,50,12,-24,8,4,14,54,6,8,6,8,7,8,6,8,7,8,4,5,5,2
564,-23,13,6,14,4,15,5,10,5,5,8,9,10,4,6,4,6,4,-21,5,13,55,13,-25,7,6,16,54,6,8,8,14,5,7,3,9,8,12,3,8,11,3
565,-21,14,3,15,6,14,9,12,9,5,9,9,13,6,7,2,3,4,-21,5,14,57,13,-23,8,5,15,54,10,8,4,11,3,5,5,10,9,17,7,5,12,3
566,-15,12,6,14,6,10,5,12,11,8,12,10,13,8,7,6,5,5,-17,8,15,58,16,-23,6,3,15,52,8,3,5,10,7,6,4,12,11,17,3,5,11,2
567,-10,15,5,12,8,10,5,11,8,8,13,10,14,6,7,4,4,4,-13,8,11,52,13,-20,6,2,15,47,8,4,5,10,5,7,7,14,13,14,5,5,13,4
568,-4,13,5,11,6,9,5,12,7,7,13,6,10,6,6,4,2,5,-9,8,11,46,11,-18,6,5,10,40,7,2,5,8,3,7,8,11,9,17,8,6,13,8
569,3,9,6,8,7,6,6,11,7,6,13,4,9,4,7,4,3,9,-3,7,13,36,8,-14,6,4,7,27,3,3,3,6,6,6,6,10,10,16,7,6,12,4
570,10,9,3,4,5,2,2,10,3,5,9,6,5,6,5,5,3,8,6,6,9,23,6,-6,6,4,5,15,2,0,1,6,3,5,7,11,7,13,4,4,9,5
571,18,6,4,4,4,-2,5,7,2,7,6,6,2,2,3,5,6,7,15,4,5,10,5,-6,4,3,3,-1,5,-1,1,4,4,4,3,8,4,12,1,6,5,7
572,27,3,5,1,3,-4,5,6,4,6,3,5,-1,3,6,6,2,8,21,2,3,-5,-2,5,2,2,-3,-12,2,-1,0,-1,2,4,5,5,1,9,3,6,1,7
573,32,-1,4,-3,2,-8,7,1,6,4,4,2,-3,3,3,4,2,6,30,2,-1,-18,-7,12,2,1,-7,-23,-1,-3,0,-1,1,4,6,0,-2,4,-1,2,0,4
574,36,-5,6,-9,3,-9,7,-2,5,3,0,4,-4,3,1,5,2,4,33,2,-4,-32,-7,19,3,3,-9,-31,1,-2,0,-2,4,4,1,-1,-2,-3,-1,4,-3,3
575,36,-9,5,-9,3,-8,6,-2,4,5,-3,6,-8,5,0,4,1,1,37,0,-6,-37,-7,29,5,2,-13,-41,2,-4,1,-6,1,3,2,-4,-4,-5,0,6,-6,5
576,37,-10,4,-9,2,-8,6,-7,4,2,-4,0,-9,5,1,6,1,2,40,0,-6,-42,-9,35,-1,1,-14,-46,2,-5,4,-7,2,2,2,-8,-4,-6,0,7,-7,5
577,38,-7,3,-10,-4,-7,6,-9,5,1,-7,0,-10,4,2,6,1,-1,38,1,-6,-49,-13,39,0,3,-14,-48,0,-5,-1,-8,1,0,1,-8,-5,-12,2,3,-9,5
578,33,-11,1,-10,-2,-9,3,-10,1,1,-10,3,-8,0,-3,2,0,-4,39,2,-7,-48,-11,41,-3,2,-12,-48,-1,-7,0,-10,0,0,-1,-8,-6,-12,2,2,-8,2
579,27,-11,0,-10,-4,-10,1,-7,-2,-3,-10,-2,-11,-5,-4,3,-1,-5,35,-3,-7,-44,-9,40,-7,0,-14,-47,-3,-7,-2,-7,0,0,-3,-9,-4,-12,2,-1,-8,1
580,20,-10,-3,-11,-11,-9,-2,-10,-3,-7,-10,-6,-7,-8,-4,1,-3,-7,31,-3,-8,-40,-11,40,-12,0,-13,-39,-10,-11,-6,-7,-1,-5,0,-10,-3,-14,-1,-6,-10,0
581,10,-9,-5,-7,-15,-8,-5,-9,-11,-10,-10,-7,-7,-14,-8,-3,-9,-11,23,-5,-9,-34,-11,32,-16,-4,-11,-28,-11,-15,-9,-8,-4,-9,-4,-10,-3,-12,-4,-9,-8,-4
582,4,-7,-10,-6,-14,-4,-9,-7,-14,-9,-12,-10,-8,-14,-12,-10,-11,-16,13,-9,-10,-24,-10,27,-16,-7,-7,-18,-13,-16,-13,-3,-9,-10,-6,-10,-4,-15,-5,-14,-8,-6
583,-7,-8,-13,-3,-18,-3,-12,-9,-15,-14,-9,-15,-6,-19,-14,-11,-15,-19,5,-13,-5,-11,-5,19,-19,-13,-4,-5,-14,-15,-15,-3,-15,-16,-13,-10,-3,-13,-6,-16,-5,-13
584,-18,-2,-16,-5,-22,-1,-17,-5,-16,-18,-8,-17,-3,-21,-17,-14,-18,-17,-7,-17,-4,-2,1,11,-22,-15,-2,5,-18,-18,-17,-1,-16,-19,-15,-8,0,-10,-11,-17,-3,-16
585,-24,0,-17,0,-20,2,-18,-5,-20,-16,-6,-20,-1,-21,-19,-19,-18,-23,-19,-16,-2,10,2,2,-22,-15,3,14,-19,-19,-20,1,-17,-22,-17,-5,2,-7,-14,-20,0,-16
586,-31,4,-19,6,-19,5,-21,-2,-21,-19,-3,-23,-1,-22,-20,-20,-21,-22,-28,-19,1,20,4,-14,-21,-19,4,24,-20,-16,-22,4,-17,-23,-19,-6,2,-4,-15,-20,-1,-19
587,-38,5,-21,4,-23,5,-21,2,-18,-21,0,-22,2,-21,-18,-22,-22,-20,-33,-21,3,30,8,-23,-21,-19,1,34,-21,-16,-22,7,-21,-26,-19,0,4,1,-19,-21,2,-21
588,-41,7,-20,5,-20,3,-22,5,-18,-22,5,-21,4,-19,-18,-19,-20,-19,-38,-20,6,36,6,-29,-19,-19,7,41,-20,-14,-20,7,-18,-18,-20,2,4,5,-19,-19,5,-23
589,-42,8,-18,7,-14,4,-19,7,-16,-19,5,-17,4,-16,-16,-20,-15,-16,-41,-19,5,41,6,-38,-11,-18,6,45,-16,-10,-18,7,-20,-20,-19,5,4,4,-17,-18,5,-21
590,-37,7,-14,6,-13,6,-15,6,-14,-16,7,-15,4,-12,-15,-18,-15,-17,-40,-17,5,47,6,-42,-7,-17,7,48,-14,-7,-13,8,-18,-17,-16,5,4,8,-19,-15,3,-19
591,-34,7,-11,7,-6,3,-12,7,-7,-14,7,-12,3,-2,-11,-17,-8,-11,-40,-14,8,48,10,-46,-1,-13,7,47,-7,-2,-7,7,-15,-11,-14,6,4,9,-17,-8,4,-14
592,-29,7,-6,6,3,5,-5,6,-1,-5,4,-5,4,3,-6,-11,-4,-7,-38,-9,7,44,8,-41,8,-7,6,43,-1,7,-4,7,-11,-4,-11,7,5,7,-12,-1,6,-9
593,-24,5,1,4,13,7,1,7,6,-1,5,5,2,11,0,-3,5,3,-30,-5,8,41,7,-39,15,-1,9,37,8,14,6,8,-3,4,-5,6,0,9,-7,10,6,-3
594,-16,6,12,5,17,1,10,5,12,4,4,11,1,16,7,1,12,12,-25,3,7,31,7,-35,21,5,6,27,14,21,10,6,6,10,4,7,-1,9,1,14,3,4
595,-7,6,17,4,22,-2,15,5,17,13,6,19,3,24,15,15,20,14,-16,12,5,19,4,-27,26,12,6,16,19,26,16,4,12,19,11,7,1,10,7,18,4,13
596,6,6,22,4,30,-2,21,6,23,23,4,28,2,29,21,21,25,22,-6,18,4,9,6,-22,34,19,7,1,25,32,24,7,20,28,14,9,1,9,14,27,3,19
597,17,5,26,2,32,0,29,4,28,26,1,32,1,32,25,24,30,26,5,24,5,-2,5,-12,39,24,3,-10,31,38,30,3,22,28,23,7,1,8,21,33,3,25
598,24,4,32,-1,34,-1,31,0,32,31,5,34,0,36,30,31,33,33,17,31,5,-12,5,-2,37,27,4,-20,35,38,35,-1,29,35,28,3,0,9,24,35,2,31
599,32,4,30,1,36,-1,36,3,34,35,1,36,1,40,33,35,37,34,25,34,1,-25,3,10,39,35,3,-27,39,38,37,0,33,38,31,4,2,7,28,36,-1,29
600,41,5,33,1,37,-1,38,4,36,35,1,38,3,37,34,35,37,36,35,35,2,-31,3,20,39,38,4,-35,38,38,40,4,35,38,34,3,2,7,35,40,1,33
601,43,3,35,0,33,-2,37,0,37,36,4,38,2,35,37,37,39,36,39,36,4,-37,1,29,33,35,2,-37,38,37,40,1,37,38,36,4,2,5,35,40,2,36
602,41,1,34,-2,28,-5,36,1,35,37,1,34,1,33,37,37,37,34,43,35,3,-40,-1,40,27,38,2,-37,33,30,37,-1,34,36,37,5,1,4,35,36,0,36
603,41,-3,31,1,21,-6,31,0,29,34,3,30,1,23,32,35,33,30,45,32,0,-38,-2,44,20,34,4,-39,28,23,32,0,35,34,33,1,-1,3,35,28,0,31
604,40,-4,26,-1,15,-12,25,0,19,26,1,22,-2,17,25,30,27,22,44,25,2,-35,-5,46,13,28,-2,-34,21,14,25,-3,28,26,29,0,-3,0,33,22,-3,27
605,34,-8,19,-4,5,-15,15,-5,13,19,2,14,-5,7,18,22,17,13,44,22,-1,-29,-7,44,1,22,-6,-28,13,4,14,-8,22,18,24,-1,-4,0,27,14,-3,21
606,25,-10,9,-10,-3,-18,7,-4,-1,11,-1,4,-9,-5,11,14,9,6,35,15,-6,-24,-10,46,-7,15,-11,-21,2,-7,3,-12,13,8,12,-3,-5,-5,20,2,-7,14
607,16,-15,-2,-16,-14,-16,-2,-5,-10,3,-4,-5,-12,-15,2,5,-1,-4,29,4,-11,-14,-18,41,-15,4,-13,-14,-7,-16,-5,-13,3,-4,3,-6,-10,-9,13,-9,-11,6
608,5,-20,-8,-14,-23,-16,-9,-11,-18,-8,-8,-16,-17,-24,-9,-5,-13,-16,20,-7,-11,-11,-18,32,-25,-8,-16,-9,-15,-22,-15,-17,-7,-16,-6,-10,-15,-14,1,-19,-16,-3
609,-8,-21,-18,-18,-31,-22,-23,-14,-24,-18,-10,-27,-16,-28,-16,-14,-24,-21,8,-15,-16,-2,-19,26,-30,-16,-20,0,-26,-29,-26,-19,-16,-26,-13,-14,-16,-17,-9,-27,-18,-14
610,-19,-21,-28,-20,-38,-20,-29,-18,-33,-23,-14,-31,-18,-34,-28,-25,-29,-32,-3,-19,-20,4,-21,16,-35,-25,-20,10,-30,-36,-32,-21,-20,-28,-24,-17,-18,-18,-20,-32,-18,-26
611,-27,-23,-32,-18,-38,-17,-32,-18,-39,-31,-15,-35,-22,-37,-33,-31,-35,-35,-17,-30,-22,9,-20,4,-36,-34,-22,14,-33,-38,-33,-21,-29,-36,-31,-19,-20,-22,-26,-37,-21,-31
612,-37,-23,-34,-19,-39,-18,-36,-22,-38,-35,-16,-37,-21,-39,-34,-35,-36,-37,-28,-36,-23,16,-19,-7,-39,-37,-22,20,-38,-38,-38,-21,-35,-39,-35,-21,-19,-22,-34,-40,-22,-32
613,-43,-22,-37,-19,-38,-15,-41,-23,-40,-36,-19,-41,-19,-35,-36,-38,-37,-38,-38,-37,-25,20,-18,-18,-37,-38,-20,25,-39,-41,-37,-21,-36,-41,-38,-19,-19,-23,-38,-41,-21,-37
614,-47,-18,-40,-17,-34,-11,-40,-20,-37,-38,-24,-38,-19,-33,-40,-40,-34,-39,-42,-38,-24,26,-18,-28,-31,-38,-14,26,-40,-35,-35,-16,-37,-41,-39,-19,-19,-25,-38,-35,-19,-37
615,-49,-18,-34,-11,-29,-7,-35,-20,-30,-37,-17,-31,-16,-28,-38,-35,-33,-35,-47,-34,-18,26,-12,-37,-25,-38,-11,27,-30,-25,-30,-13,-37,-39,-40,-17,-16,-21,-39,-30,-19,-34
616,-50,-10,-29,-9,-19,3,-29,-18,-26,-31,-16,-28,-11,-20,-29,-34,-29,-28,-51,-31,-15,24,-3,-42,-19,-33,-6,24,-27,-20,-25,-9,-31,-32,-35,-16,-7,-19,-35,-28,-12,-30
617,-42,-2,-24,-4,-13,12,-22,-13,-21,-25,-13,-21,-4,-14,-24,-25,-23,-23,-49,-25,-14,23,2,-45,-13,-26,2,25,-23,-14,-18,-3,-25,-22,-29,-11,-1,-13,-31,-20,-6,-26
618,-34,5,-18,7,-3,17,-17,-7,-10,-22,-6,-11,2,-4,-19,-18,-16,-14,-43,-21,-4,22,11,-50,0,-19,8,17,-11,-3,-10,6,-20,-14,-23,-9,5,-8,-24,-11,0,-19
619,-27,13,-8,16,7,22,-6,1,2,-11,1,-4,10,8,-9,-13,-9,-5,-36,-14,5,17,16,-46,9,-11,15,15,0,9,-2,14,-13,-7,-13,-1,13,2,-17,1,5,-14
620,-19,19,-1,22,17,28,4,8,12,0,10,9,16,19,3,1,2,7,-27,-2,15,14,23,-39,19,-2,24,10,8,16,10,19,-1,6,-2,7,19,10,-8,9,12,-4
621,-6,26,10,23,25,33,15,15,19,11,15,18,20,25,13,6,15,14,-23,7,21,7,28,-34,30,9,30,2,18,28,21,26,10,18,5,16,27,14,1,20,17,7
622,8,31,22,31,31,35,24,22,30,21,20,26,27,35,21,17,22,23,-5,18,27,1,34,-27,36,16,35,-5,28,34,28,29,17,25,17,22,29,25,13,28,24,16
623,18,36,30,34,37,35,29,29,38,26,27,33,30,39,29,25,31,32,9,24,32,-1,37,-17,39,25,36,-9,31,41,36,33,25,32,26,30,33,31,19,32,30,24
624,30,39,35,36,41,34,34,34,40,36,32,40,36,43,37,31,38,34,18,31,32,-8,35,-2,43,31,37,-9,38,43,41,37,33,39,31,37,35,35,31,39,34,29
625,41,39,38,38,40,33,40,38,42,42,35,43,32,39,39,38,39,38,26,37,36,-8,36,10,39,42,39,-14,43,43,43,37,40,42,37,39,36,36,37,42,35,37
626,49,40,41,34,37,27,40,38,40,42,37,41,33,36,43,42,41,41,38,38,39,-7,37,21,36,42,36,-14,40,43,41,33,42,43,41,36,37,39,41,41,35,40
627,49,35,37,33,29,21,36,40,36,41,39,36,34,30,42,42,38,38,46,40,38,-10,31,32,31,40,33,-11,35,36,39,33,41,39,41,36,33,38,43,34,35,40
628,48,32,34,30,24,12,30,38,27,37,40,32,30,25,36,37,38,31,47,35,35,-12,25,40,24,38,27,-13,30,29,34,27,36,34,35,37,27,38,41,31,34,36
629,46,22,29,22,17,5,27,36,22,33,33,24,22,19,32,32,29,25,47,28,31,-10,16,46,12,31,16,-13,23,22,24,19,32,24,29,32,19,32,36,23,28,31
630,42,12,19,14,6,-6,20,28,12,27,30,14,14,9,22,24,20,18,46,24,24,-9,10,48,2,25,9,-9,14,12,14,11,25,21,24,25,11,27,28,13,19,25
631,36,5,7,2,-4,-17,7,19,4,17,19,4,9,0,15,14,10,8,42,15,15,-8,-2,47,-6,16,0,-3,5,1,4,3,15,12,13,19,4,15,21,5,13,15
632,29,-4,1,-8,-14,-25,-3,8,-4,7,12,-2,-3,-9,7,5,1,-2,35,6,6,-3,-14,42,-12,7,-11,-2,-3,-7,-4,-7,4,0,7,9,-9,7,13,-6,4,5
633,17,-15,-7,-16,-20,-30,-11,0,-11,-1,0,-15,-10,-18,-6,-4,-9,-9,27,-4,-4,0,-22,40,-24,-3,-23,0,-11,-16,-11,-14,-4,-10,-3,0,-20,-2,1,-13,-6,-5
634,8,-24,-18,-26,-28,-35,-20,-11,-20,-11,-9,-21,-19,-21,-13,-13,-18,-17,17,-13,-16,2,-27,36,-30,-12,-28,4,-21,-28,-21,-24,-14,-18,-10,-7,-25,-11,-8,-19,-19,-14
635,-1,-30,-23,-32,-31,-38,-29,-21,-28,-21,-18,-25,-26,-28,-25,-21,-25,-26,9,-21,-24,2,-33,30,-32,-21,-32,5,-27,-34,-26,-30,-22,-25,-20,-17,-33,-22,-16,-24,-24,-23
636,-11,-34,-28,-36,-31,-36,-34,-27,-32,-27,-27,-32,-35,-33,-32,-31,-32,-31,3,-31,-31,1,-37,21,-33,-26,-38,5,-33,-35,-28,-33,-26,-32,-27,-27,-33,-32,-20,-32,-30,-29
637,-21,-39,-34,-39,-35,-36,-34,-36,-33,-32,-31,-35,-35,-35,-34,-33,-40,-34,-7,-33,-34,3,-41,9,-33,-32,-39,6,-35,-37,-34,-39,-32,-36,-32,-33,-40,-35,-28,-35,-37,-32
638,-32,-38,-33,-43,-33,-37,-40,-40,-34,-34,-36,-37,-36,-34,-37,-35,-41,-34,-19,-38,-37,0,-40,-1,-33,-36,-40,2,-35,-38,-33,-40,-33,-37,-35,-36,-37,-38,-33,-35,-38,-37
639,-39,-38,-34,-41,-31,-27,-39,-39,-32,-33,-38,-32,-38,-31,-37,-39,-38,-35,-30,-37,-39,-6,-35,-8,-25,-38,-34,0,-35,-37,-33,-38,-34,-36,-34,-40,-35,-40,-34,-32,-37,-36
640,-43,-38,-31,-32,-27,-20,-36,-40,-30,-33,-37,-32,-34,-29,-34,-36,-36,-30,-36,-37,-37,-7,-29,-21,-22,-37,-29,-3,-30,-31,-30,-34,-35,-36,-35,-41,-31,-40,-33,-29,-35,-37
641,-49,-31,-27,-29,-21,-15,-31,-36,-26,-32,-34,-27,-28,-24,-31,-33,-34,-27,-39,-33,-31,-12,-26,-32,-17,-36,-24,-5,-27,-27,-28,-26,-31,-33,-31,-40,-23,-36,-34,-25,-34,-34
642,-50,-24,-24,-20,-11,-7,-26,-31,-20,-26,-27,-19,-22,-15,-27,-28,-28,-23,-45,-27,-26,-14,-19,-37,-7,-31,-16,-8,-20,-20,-19,-22,-25,-24,-29,-33,-19,-29,-30,-19,-27,-28
643,-47,-16,-15,-12,-3,8,-18,-23,-15,-20,-25,-13,-18,-7,-21,-23,-20,-15,-49,-21,-24,-13,-9,-42,-3,-25,-9,-10,-10,-9,-11,-13,-17,-18,-24,-26,-8,-25,-25,-10,-20,-22
644,-43,-6,-8,-3,2,14,-5,-17,-5,-14,-17,-4,-7,0,-11,-15,-13,-6,-46,-11,-15,-9,3,-46,5,-18,3,-9,-3,0,-5,-4,-8,-12,-15,-21,-1,-15,-18,-4,-14,-11
645,-40,6,1,7,12,23,-2,-8,4,-4,-6,4,3,10,-6,-5,-4,3,-43,-4,-5,-10,12,-47,13,-7,13,-7,5,6,4,6,-3,-1,-8,-12,11,-8,-9,6,-3,-4
646,-35,16,11,18,21,33,10,3,9,3,2,10,15,16,4,4,8,9,-42,5,5,-7,22,-44,23,3,22,-4,12,16,12,19,7,7,0,0,24,2,-3,15,6,5
647,-25,24,14,29,23,40,19,15,15,10,11,16,23,22,12,12,13,15,-33,11,17,-3,30,-41,23,12,28,1,20,24,23,25,12,18,12,10,30,13,7,20,16,14
648,-17,31,22,33,26,42,26,26,20,14,21,22,29,27,20,21,21,21,-24,19,26,1,37,-38,27,19,35,2,25,28,24,35,17,23,18,20,39,21,13,24,26,21
